Date,Energy Balance [GWh],Energy Source
2020-03-01 00:00:00,0.67,Geothermal
2020-03-01 00:00:00,2.07,Hydro
2020-03-01 00:00:00,0.00,Photovoltaic
2020-03-01 00:00:00,11.23,Thermal
2020-03-01 00:00:00,3.90,Wind
2020-03-01 01:00:00,0.67,Geothermal
2020-03-01 01:00:00,1.76,Hydro
2020-03-01 01:00:00,0.00,Photovoltaic
2020-03-01 01:00:00,10.56,Thermal
2020-03-01 01:00:00,3.95,Wind
2020-03-01 02:00:00,0.67,Geothermal
2020-03-01 02:00:00,1.65,Hydro
2020-03-01 02:00:00,0.00,Photovoltaic
2020-03-01 02:00:00,10.06,Thermal
2020-03-01 02:00:00,3.95,Wind
2020-03-01 03:00:00,0.67,Geothermal
2020-03-01 03:00:00,1.70,Hydro
2020-03-01 03:00:00,0.00,Photovoltaic
2020-03-01 03:00:00,9.52,Thermal
2020-03-01 03:00:00,3.85,Wind
2020-03-01 04:00:00,0.67,Geothermal
2020-03-01 04:00:00,1.72,Hydro
2020-03-01 04:00:00,0.00,Photovoltaic
2020-03-01 04:00:00,9.92,Thermal
2020-03-01 04:00:00,3.88,Wind
2020-03-01 05:00:00,0.67,Geothermal
2020-03-01 05:00:00,1.67,Hydro
2020-03-01 05:00:00,0.00,Photovoltaic
2020-03-01 05:00:00,10.53,Thermal
2020-03-01 05:00:00,3.92,Wind
2020-03-01 06:00:00,0.67,Geothermal
2020-03-01 06:00:00,1.80,Hydro
2020-03-01 06:00:00,0.02,Photovoltaic
2020-03-01 06:00:00,10.49,Thermal
2020-03-01 06:00:00,3.98,Wind
2020-03-01 07:00:00,0.67,Geothermal
2020-03-01 07:00:00,2.20,Hydro
2020-03-01 07:00:00,0.49,Photovoltaic
2020-03-01 07:00:00,9.89,Thermal
2020-03-01 07:00:00,3.86,Wind
2020-03-01 08:00:00,0.67,Geothermal
2020-03-01 08:00:00,2.32,Hydro
2020-03-01 08:00:00,1.39,Photovoltaic
2020-03-01 08:00:00,10.34,Thermal
2020-03-01 08:00:00,3.81,Wind
2020-03-01 09:00:00,0.67,Geothermal
2020-03-01 09:00:00,2.45,Hydro
2020-03-01 09:00:00,2.43,Photovoltaic
2020-03-01 09:00:00,11.46,Thermal
2020-03-01 09:00:00,3.98,Wind
2020-03-01 10:00:00,0.67,Geothermal
2020-03-01 10:00:00,2.64,Hydro
2020-03-01 10:00:00,3.50,Photovoltaic
2020-03-01 10:00:00,11.40,Thermal
2020-03-01 10:00:00,4.50,Wind
2020-03-01 11:00:00,0.67,Geothermal
2020-03-01 11:00:00,3.24,Hydro
2020-03-01 11:00:00,3.76,Photovoltaic
2020-03-01 11:00:00,11.73,Thermal
2020-03-01 11:00:00,4.36,Wind
2020-03-01 12:00:00,0.67,Geothermal
2020-03-01 12:00:00,3.83,Hydro
2020-03-01 12:00:00,3.67,Photovoltaic
2020-03-01 12:00:00,11.68,Thermal
2020-03-01 12:00:00,4.50,Wind
2020-03-01 13:00:00,0.67,Geothermal
2020-03-01 13:00:00,3.53,Hydro
2020-03-01 13:00:00,3.26,Photovoltaic
2020-03-01 13:00:00,10.76,Thermal
2020-03-01 13:00:00,4.79,Wind
2020-03-01 14:00:00,0.67,Geothermal
2020-03-01 14:00:00,3.23,Hydro
2020-03-01 14:00:00,2.64,Photovoltaic
2020-03-01 14:00:00,11.09,Thermal
2020-03-01 14:00:00,4.70,Wind
2020-03-01 15:00:00,0.67,Geothermal
2020-03-01 15:00:00,3.59,Hydro
2020-03-01 15:00:00,1.76,Photovoltaic
2020-03-01 15:00:00,11.70,Thermal
2020-03-01 15:00:00,5.09,Wind
2020-03-01 16:00:00,0.67,Geothermal
2020-03-01 16:00:00,2.71,Hydro
2020-03-01 16:00:00,0.85,Photovoltaic
2020-03-01 16:00:00,12.00,Thermal
2020-03-01 16:00:00,5.76,Wind
2020-03-01 17:00:00,0.67,Geothermal
2020-03-01 17:00:00,3.17,Hydro
2020-03-01 17:00:00,0.15,Photovoltaic
2020-03-01 17:00:00,12.97,Thermal
2020-03-01 17:00:00,5.65,Wind
2020-03-01 18:00:00,0.67,Geothermal
2020-03-01 18:00:00,4.37,Hydro
2020-03-01 18:00:00,0.00,Photovoltaic
2020-03-01 18:00:00,13.58,Thermal
2020-03-01 18:00:00,5.51,Wind
2020-03-01 19:00:00,0.67,Geothermal
2020-03-01 19:00:00,5.18,Hydro
2020-03-01 19:00:00,0.00,Photovoltaic
2020-03-01 19:00:00,14.25,Thermal
2020-03-01 19:00:00,5.41,Wind
2020-03-01 20:00:00,0.67,Geothermal
2020-03-01 20:00:00,3.89,Hydro
2020-03-01 20:00:00,0.00,Photovoltaic
2020-03-01 20:00:00,14.10,Thermal
2020-03-01 20:00:00,5.24,Wind
2020-03-01 21:00:00,0.67,Geothermal
2020-03-01 21:00:00,3.04,Hydro
2020-03-01 21:00:00,0.00,Photovoltaic
2020-03-01 21:00:00,13.60,Thermal
2020-03-01 21:00:00,5.15,Wind
2020-03-01 22:00:00,0.67,Geothermal
2020-03-01 22:00:00,2.50,Hydro
2020-03-01 22:00:00,0.00,Photovoltaic
2020-03-01 22:00:00,12.35,Thermal
2020-03-01 22:00:00,5.44,Wind
2020-03-01 23:00:00,0.67,Geothermal
2020-03-01 23:00:00,2.15,Hydro
2020-03-01 23:00:00,0.00,Photovoltaic
2020-03-01 23:00:00,11.67,Thermal
2020-03-01 23:00:00,5.18,Wind
2020-03-02 00:00:00,0.67,Geothermal
2020-03-02 00:00:00,1.94,Hydro
2020-03-02 00:00:00,0.00,Photovoltaic
2020-03-02 00:00:00,11.77,Thermal
2020-03-02 00:00:00,5.22,Wind
2020-03-02 01:00:00,0.67,Geothermal
2020-03-02 01:00:00,2.14,Hydro
2020-03-02 01:00:00,0.00,Photovoltaic
2020-03-02 01:00:00,12.37,Thermal
2020-03-02 01:00:00,4.44,Wind
2020-03-02 02:00:00,0.67,Geothermal
2020-03-02 02:00:00,2.30,Hydro
2020-03-02 02:00:00,0.00,Photovoltaic
2020-03-02 02:00:00,12.26,Thermal
2020-03-02 02:00:00,4.29,Wind
2020-03-02 03:00:00,0.67,Geothermal
2020-03-02 03:00:00,2.07,Hydro
2020-03-02 03:00:00,0.00,Photovoltaic
