Date,Energy Balance [GWh],Energy Source
2020-07-01 00:00:00,0.62,Geothermal
2020-07-01 00:00:00,6.00,Hydro
2020-07-01 00:00:00,0.00,Photovoltaic
2020-07-01 00:00:00,18.89,Thermal
2020-07-01 00:00:00,0.97,Wind
2020-07-01 01:00:00,0.61,Geothermal
2020-07-01 01:00:00,5.27,Hydro
2020-07-01 01:00:00,0.00,Photovoltaic
2020-07-01 01:00:00,17.96,Thermal
2020-07-01 01:00:00,0.94,Wind
2020-07-01 02:00:00,0.61,Geothermal
2020-07-01 02:00:00,4.97,Hydro
2020-07-01 02:00:00,0.00,Photovoltaic
2020-07-01 02:00:00,17.46,Thermal
2020-07-01 02:00:00,0.93,Wind
2020-07-01 03:00:00,0.62,Geothermal
2020-07-01 03:00:00,4.80,Hydro
2020-07-01 03:00:00,0.00,Photovoltaic
2020-07-01 03:00:00,16.61,Thermal
2020-07-01 03:00:00,1.06,Wind
2020-07-01 04:00:00,0.62,Geothermal
2020-07-01 04:00:00,4.75,Hydro
2020-07-01 04:00:00,0.00,Photovoltaic
2020-07-01 04:00:00,16.46,Thermal
2020-07-01 04:00:00,1.17,Wind
2020-07-01 05:00:00,0.62,Geothermal
2020-07-01 05:00:00,5.06,Hydro
2020-07-01 05:00:00,0.01,Photovoltaic
2020-07-01 05:00:00,17.22,Thermal
2020-07-01 05:00:00,1.03,Wind
2020-07-01 06:00:00,0.62,Geothermal
2020-07-01 06:00:00,6.18,Hydro
2020-07-01 06:00:00,0.44,Photovoltaic
2020-07-01 06:00:00,17.91,Thermal
2020-07-01 06:00:00,0.90,Wind
2020-07-01 07:00:00,0.62,Geothermal
2020-07-01 07:00:00,7.15,Hydro
2020-07-01 07:00:00,2.09,Photovoltaic
2020-07-01 07:00:00,20.41,Thermal
2020-07-01 07:00:00,0.75,Wind
2020-07-01 08:00:00,0.60,Geothermal
2020-07-01 08:00:00,8.32,Hydro
2020-07-01 08:00:00,4.49,Photovoltaic
2020-07-01 08:00:00,21.99,Thermal
2020-07-01 08:00:00,0.63,Wind
2020-07-01 09:00:00,0.58,Geothermal
2020-07-01 09:00:00,8.62,Hydro
2020-07-01 09:00:00,6.37,Photovoltaic
2020-07-01 09:00:00,22.16,Thermal
2020-07-01 09:00:00,0.51,Wind
2020-07-01 10:00:00,0.58,Geothermal
2020-07-01 10:00:00,7.88,Hydro
2020-07-01 10:00:00,7.84,Photovoltaic
2020-07-01 10:00:00,21.81,Thermal
2020-07-01 10:00:00,0.42,Wind
2020-07-01 11:00:00,0.57,Geothermal
2020-07-01 11:00:00,7.78,Hydro
2020-07-01 11:00:00,8.79,Photovoltaic
2020-07-01 11:00:00,21.80,Thermal
2020-07-01 11:00:00,0.49,Wind
