Date,Energy Balance [GWh],Energy Source
2021-04-01 00:00:00,0.64,Geothermal
2021-04-01 00:00:00,3.53,Hydro
2021-04-01 00:00:00,0.00,Photovoltaic
2021-04-01 00:00:00,15.29,Thermal
2021-04-01 00:00:00,0.51,Wind
2021-04-01 01:00:00,0.64,Geothermal
2021-04-01 01:00:00,3.29,Hydro
2021-04-01 01:00:00,0.00,Photovoltaic
2021-04-01 01:00:00,14.51,Thermal
2021-04-01 01:00:00,0.42,Wind
2021-04-01 02:00:00,0.64,Geothermal
2021-04-01 02:00:00,3.04,Hydro
2021-04-01 02:00:00,0.00,Photovoltaic
2021-04-01 02:00:00,14.26,Thermal
2021-04-01 02:00:00,0.48,Wind
2021-04-01 03:00:00,0.64,Geothermal
2021-04-01 03:00:00,3.10,Hydro
2021-04-01 03:00:00,0.00,Photovoltaic
2021-04-01 03:00:00,13.80,Thermal
2021-04-01 03:00:00,0.57,Wind
2021-04-01 04:00:00,0.64,Geothermal
2021-04-01 04:00:00,3.23,Hydro
2021-04-01 04:00:00,0.00,Photovoltaic
2021-04-01 04:00:00,13.92,Thermal
2021-04-01 04:00:00,0.66,Wind
2021-04-01 05:00:00,0.64,Geothermal
2021-04-01 05:00:00,3.43,Hydro
2021-04-01 05:00:00,0.00,Photovoltaic
2021-04-01 05:00:00,14.31,Thermal
2021-04-01 05:00:00,0.66,Wind
2021-04-01 06:00:00,0.64,Geothermal
2021-04-01 06:00:00,5.11,Hydro
2021-04-01 06:00:00,0.03,Photovoltaic
2021-04-01 06:00:00,16.86,Thermal
2021-04-01 06:00:00,0.71,Wind
2021-04-01 07:00:00,0.64,Geothermal
2021-04-01 07:00:00,6.89,Hydro
2021-04-01 07:00:00,0.84,Photovoltaic
2021-04-01 07:00:00,18.09,Thermal
2021-04-01 07:00:00,0.65,Wind
2021-04-01 08:00:00,0.64,Geothermal
2021-04-01 08:00:00,7.91,Hydro
2021-04-01 08:00:00,3.65,Photovoltaic
2021-04-01 08:00:00,18.24,Thermal
2021-04-01 08:00:00,0.60,Wind
2021-04-01 09:00:00,0.64,Geothermal
2021-04-01 09:00:00,6.17,Hydro
2021-04-01 09:00:00,6.57,Photovoltaic
2021-04-01 09:00:00,18.22,Thermal
2021-04-01 09:00:00,0.53,Wind
2021-04-01 10:00:00,0.64,Geothermal
2021-04-01 10:00:00,4.53,Hydro
2021-04-01 10:00:00,8.52,Photovoltaic
2021-04-01 10:00:00,17.08,Thermal
2021-04-01 10:00:00,0.62,Wind
2021-04-01 11:00:00,0.64,Geothermal
2021-04-01 11:00:00,3.95,Hydro
2021-04-01 11:00:00,9.86,Photovoltaic
2021-04-01 11:00:00,15.98,Thermal
2021-04-01 11:00:00,0.81,Wind
2021-04-01 12:00:00,0.64,Geothermal
2021-04-01 12:00:00,3.39,Hydro
2021-04-01 12:00:00,10.53,Photovoltaic
2021-04-01 12:00:00,14.80,Thermal
2021-04-01 12:00:00,1.02,Wind
2021-04-01 13:00:00,0.63,Geothermal
2021-04-01 13:00:00,3.16,Hydro
2021-04-01 13:00:00,10.68,Photovoltaic
2021-04-01 13:00:00,13.68,Thermal
2021-04-01 13:00:00,1.18,Wind
2021-04-01 14:00:00,0.64,Geothermal
2021-04-01 14:00:00,3.21,Hydro
2021-04-01 14:00:00,10.17,Photovoltaic
2021-04-01 14:00:00,14.85,Thermal
2021-04-01 14:00:00,1.18,Wind
2021-04-01 15:00:00,0.64,Geothermal
2021-04-01 15:00:00,3.32,Hydro
2021-04-01 15:00:00,8.85,Photovoltaic
2021-04-01 15:00:00,15.56,Thermal
2021-04-01 15:00:00,1.27,Wind
2021-04-01 16:00:00,0.64,Geothermal
2021-04-01 16:00:00,4.02,Hydro
2021-04-01 16:00:00,7.02,Photovoltaic
2021-04-01 16:00:00,16.10,Thermal
2021-04-01 16:00:00,1.20,Wind
2021-04-01 17:00:00,0.64,Geothermal
2021-04-01 17:00:00,4.78,Hydro
2021-04-01 17:00:00,4.30,Photovoltaic
2021-04-01 17:00:00,17.63,Thermal
2021-04-01 17:00:00,1.02,Wind
2021-04-01 18:00:00,0.64,Geothermal
2021-04-01 18:00:00,5.91,Hydro
2021-04-01 18:00:00,1.44,Photovoltaic
2021-04-01 18:00:00,18.56,Thermal
2021-04-01 18:00:00,0.88,Wind
