Date,Energy Balance [GWh],Energy Source
2020-09-01 00:00:00,0.66,Geothermal
2020-09-01 00:00:00,5.34,Hydro
2020-09-01 00:00:00,0.00,Photovoltaic
2020-09-01 00:00:00,19.43,Thermal
2020-09-01 00:00:00,3.80,Wind
2020-09-01 01:00:00,0.66,Geothermal
2020-09-01 01:00:00,5.18,Hydro
2020-09-01 01:00:00,0.00,Photovoltaic
2020-09-01 01:00:00,17.87,Thermal
2020-09-01 01:00:00,4.07,Wind
2020-09-01 02:00:00,0.66,Geothermal
2020-09-01 02:00:00,5.18,Hydro
2020-09-01 02:00:00,0.00,Photovoltaic
2020-09-01 02:00:00,16.77,Thermal
2020-09-01 02:00:00,4.08,Wind
2020-09-01 03:00:00,0.66,Geothermal
2020-09-01 03:00:00,5.24,Hydro
2020-09-01 03:00:00,0.00,Photovoltaic
2020-09-01 03:00:00,17.14,Thermal
2020-09-01 03:00:00,3.57,Wind
2020-09-01 04:00:00,0.66,Geothermal
2020-09-01 04:00:00,5.47,Hydro
2020-09-01 04:00:00,0.00,Photovoltaic
2020-09-01 04:00:00,16.95,Thermal
2020-09-01 04:00:00,3.10,Wind
2020-09-01 05:00:00,0.66,Geothermal
2020-09-01 05:00:00,5.63,Hydro
2020-09-01 05:00:00,0.00,Photovoltaic
2020-09-01 05:00:00,19.06,Thermal
2020-09-01 05:00:00,2.61,Wind
2020-09-01 06:00:00,0.66,Geothermal
2020-09-01 06:00:00,6.18,Hydro
2020-09-01 06:00:00,0.02,Photovoltaic
2020-09-01 06:00:00,21.94,Thermal
2020-09-01 06:00:00,2.13,Wind
2020-09-01 07:00:00,0.66,Geothermal
2020-09-01 07:00:00,7.57,Hydro
2020-09-01 07:00:00,0.97,Photovoltaic
2020-09-01 07:00:00,24.15,Thermal
2020-09-01 07:00:00,1.73,Wind
2020-09-01 08:00:00,0.65,Geothermal
2020-09-01 08:00:00,8.81,Hydro
2020-09-01 08:00:00,3.64,Photovoltaic
2020-09-01 08:00:00,25.33,Thermal
2020-09-01 08:00:00,1.29,Wind
2020-09-01 09:00:00,0.65,Geothermal
2020-09-01 09:00:00,7.95,Hydro
2020-09-01 09:00:00,6.35,Photovoltaic
2020-09-01 09:00:00,24.82,Thermal
2020-09-01 09:00:00,1.27,Wind
2020-09-01 10:00:00,0.65,Geothermal
2020-09-01 10:00:00,7.29,Hydro
2020-09-01 10:00:00,8.37,Photovoltaic
2020-09-01 10:00:00,23.83,Thermal
2020-09-01 10:00:00,1.20,Wind
2020-09-01 11:00:00,0.65,Geothermal
2020-09-01 11:00:00,7.01,Hydro
2020-09-01 11:00:00,9.41,Photovoltaic
2020-09-01 11:00:00,23.23,Thermal
2020-09-01 11:00:00,1.22,Wind
2020-09-01 12:00:00,0.65,Geothermal
2020-09-01 12:00:00,6.34,Hydro
2020-09-01 12:00:00,9.77,Photovoltaic
2020-09-01 12:00:00,22.45,Thermal
2020-09-01 12:00:00,1.40,Wind
2020-09-01 13:00:00,0.65,Geothermal
2020-09-01 13:00:00,6.11,Hydro
2020-09-01 13:00:00,9.89,Photovoltaic
2020-09-01 13:00:00,22.36,Thermal
2020-09-01 13:00:00,1.53,Wind
2020-09-01 14:00:00,0.65,Geothermal
2020-09-01 14:00:00,6.08,Hydro
2020-09-01 14:00:00,9.53,Photovoltaic
2020-09-01 14:00:00,22.05,Thermal
2020-09-01 14:00:00,1.71,Wind
2020-09-01 15:00:00,0.65,Geothermal
2020-09-01 15:00:00,6.21,Hydro
2020-09-01 15:00:00,8.54,Photovoltaic
2020-09-01 15:00:00,22.44,Thermal
2020-09-01 15:00:00,1.87,Wind
2020-09-01 16:00:00,0.65,Geothermal
2020-09-01 16:00:00,6.44,Hydro
2020-09-01 16:00:00,7.04,Photovoltaic
2020-09-01 16:00:00,23.76,Thermal
2020-09-01 16:00:00,2.13,Wind
2020-09-01 17:00:00,0.65,Geothermal
2020-09-01 17:00:00,6.82,Hydro
2020-09-01 17:00:00,4.28,Photovoltaic
2020-09-01 17:00:00,24.74,Thermal
2020-09-01 17:00:00,2.34,Wind
2020-09-01 18:00:00,0.65,Geothermal
2020-09-01 18:00:00,8.13,Hydro
2020-09-01 18:00:00,1.41,Photovoltaic
2020-09-01 18:00:00,25.10,Thermal
2020-09-01 18:00:00,2.17,Wind
2020-09-01 19:00:00,0.65,Geothermal
2020-09-01 19:00:00,9.91,Hydro
2020-09-01 19:00:00,0.08,Photovoltaic
2020-09-01 19:00:00,25.93,Thermal
2020-09-01 19:00:00,1.58,Wind
2020-09-01 20:00:00,0.65,Geothermal
2020-09-01 20:00:00,9.13,Hydro
2020-09-01 20:00:00,0.00,Photovoltaic
2020-09-01 20:00:00,26.39,Thermal
2020-09-01 20:00:00,1.10,Wind
2020-09-01 21:00:00,0.65,Geothermal
2020-09-01 21:00:00,7.53,Hydro
2020-09-01 21:00:00,0.00,Photovoltaic
2020-09-01 21:00:00,25.83,Thermal
2020-09-01 21:00:00,0.81,Wind
2020-09-01 22:00:00,0.65,Geothermal
2020-09-01 22:00:00,6.64,Hydro
2020-09-01 22:00:00,0.00,Photovoltaic
2020-09-01 22:00:00,24.85,Thermal
2020-09-01 22:00:00,0.59,Wind
2020-09-01 23:00:00,0.65,Geothermal
2020-09-01 23:00:00,5.93,Hydro
2020-09-01 23:00:00,0.00,Photovoltaic
2020-09-01 23:00:00,21.92,Thermal
2020-09-01 23:00:00,0.39,Wind
2020-09-02 00:00:00,0.65,Geothermal
2020-09-02 00:00:00,5.63,Hydro
2020-09-02 00:00:00,0.00,Photovoltaic
2020-09-02 00:00:00,20.22,Thermal
2020-09-02 00:00:00,0.32,Wind
2020-09-02 01:00:00,0.65,Geothermal
2020-09-02 01:00:00,5.33,Hydro
2020-09-02 01:00:00,0.00,Photovoltaic
2020-09-02 01:00:00,18.85,Thermal
2020-09-02 01:00:00,0.30,Wind
2020-09-02 02:00:00,0.65,Geothermal
2020-09-02 02:00:00,5.25,Hydro
2020-09-02 02:00:00,0.00,Photovoltaic
2020-09-02 02:00:00,17.98,Thermal
2020-09-02 02:00:00,0.28,Wind
2020-09-02 03:00:00,0.65,Geothermal
2020-09-02 03:00:00,5.19,Hydro
2020-09-02 03:00:00,0.00,Photovoltaic
2020-09-02 03:00:00,17.20,Thermal
2020-09-02 03:00:00,0.27,Wind
2020-09-02 04:00:00,0.65,Geothermal
2020-09-02 04:00:00,5.34,Hydro
2020-09-02 04:00:00,0.00,Photovoltaic
2020-09-02 04:00:00,17.67,Thermal
2020-09-02 04:00:00,0.28,Wind
2020-09-02 05:00:00,0.65,Geothermal
2020-09-02 05:00:00,5.51,Hydro
2020-09-02 05:00:00,0.00,Photovoltaic
2020-09-02 05:00:00,20.05,Thermal
2020-09-02 05:00:00,0.26,Wind
2020-09-02 06:00:00,0.65,Geothermal
2020-09-02 06:00:00,7.04,Hydro
2020-09-02 06:00:00,0.02,Photovoltaic
2020-09-02 06:00:00,22.62,Thermal
2020-09-02 06:00:00,0.27,Wind
2020-09-02 07:00:00,0.65,Geothermal
2020-09-02 07:00:00,8.34,Hydro
2020-09-02 07:00:00,0.77,Photovoltaic
2020-09-02 07:00:00,24.86,Thermal
2020-09-02 07:00:00,0.25,Wind
2020-09-02 08:00:00,0.65,Geothermal
2020-09-02 08:00:00,10.04,Hydro
2020-09-02 08:00:00,2.79,Photovoltaic
2020-09-02 08:00:00,25.93,Thermal
2020-09-02 08:00:00,0.22,Wind
2020-09-02 09:00:00,0.65,Geothermal
2020-09-02 09:00:00,9.03,Hydro
2020-09-02 09:00:00,4.62,Photovoltaic
2020-09-02 09:00:00,25.97,Thermal
2020-09-02 09:00:00,0.32,Wind
2020-09-02 10:00:00,0.65,Geothermal
2020-09-02 10:00:00,7.90,Hydro
2020-09-02 10:00:00,6.26,Photovoltaic
2020-09-02 10:00:00,25.32,Thermal
