name,date,cross_join,region,clouds,text_description,pressure,humidity,temp,rain_1h,snow_1h,wind_deg,wind_speed
Valle d'Aosta,01/05/2021 11:00:00 AM,,nord,94,light rain,1010,92,277.2,0.48,0.0,101,2.05
Trento,01/05/2021 11:00:00 AM,,nord,50,light rain,1010,66,292.23,0.12,0.0,202,1.46
L'Aquila,01/05/2021 11:00:00 AM,,centro_sud,100,overcast clouds,1013,69,289.53,0.0,0.0,220,2.83
Catanzaro,01/05/2021 11:00:00 AM,,calabria,98,overcast clouds,1014,45,299.88,0.0,0.0,205,0.47
Provincia di Campobasso,01/05/2021 11:00:00 AM,,centro_sud,92,light rain,1012,75,291.19,0.34,0.0,233,4.19
Potenza,01/05/2021 11:00:00 AM,,sud,100,overcast clouds,1013,60,294.08,0.0,0.0,233,6.5
Provincia di Genova,01/05/2021 11:00:00 AM,,nord,72,broken clouds,1010,60,288.63,0.11,0.0,181,2.41
Florence,01/05/2021 11:00:00 AM,,centro_nord,100,overcast clouds,1010,67,291.77,0.0,0.0,171,1.07
Bologna,01/05/2021 11:00:00 AM,,nord,100,overcast clouds,1010,72,291.69,0.0,0.0,46,1.56
Naples,01/05/2021 11:00:00 AM,,sud,100,moderate rain,1014,83,290.5,1.29,0.0,45,1.03
Sardinia,01/05/2021 11:00:00 AM,,sardegna,100,light rain,1010,92,288.29,0.31,0.0,150,1.62
Florence,01/05/2021 12:00:00 PM,,centro_nord,100,overcast clouds,1011,72,291.31,0.0,0.0,188,1.42
Catanzaro,01/05/2021 12:00:00 PM,,calabria,99,overcast clouds,1014,52,298.66,0.0,0.0,144,0.93
Milan,01/05/2021 12:00:00 PM,,nord,94,light rain,1010,71,291.03,0.36,0.0,129,2.12
Trento,01/05/2021 12:00:00 PM,,nord,60,light rain,1009,57,293.71,0.15,0.0,192,1.59
Provincia di Ancona,01/05/2021 12:00:00 PM,,centro_nord,100,overcast clouds,1011,75,291.07,0.0,0.0,339,1.9
Valle d'Aosta,01/05/2021 12:00:00 PM,,nord,95,light rain,1010,94,277.38,0.12,0.0,101,2.4
Province of Palermo,01/05/2021 12:00:00 PM,,sicilia,100,overcast clouds,1011,43,297.71,0.0,0.0,1,2.39
Bari,01/05/2021 12:00:00 PM,,sud,100,overcast clouds,1013,67,292.68,0.0,0.0,161,4.64
Rome,01/05/2021 12:00:00 PM,,centro_sud,100,overcast clouds,1012,74,291.14,0.38,0.0,135,4.16
Province of Turin,01/05/2021 12:00:00 PM,,nord,99,light rain,1010,85,283.82,0.17,0.0,92,1.79
Venice,01/05/2021 12:00:00 PM,,nord,97,overcast clouds,1011,84,289.85,0.31,0.0,100,3.57
Potenza,01/05/2021 12:00:00 PM,,sud,100,overcast clouds,1013,59,294.47,0.0,0.0,231,6.28
Provincia di Campobasso,01/05/2021 12:00:00 PM,,centro_sud,94,light rain,1013,81,290.91,0.47,0.0,219,4.16
Naples,01/05/2021 12:00:00 PM,,sud,100,light rain,1014,87,290.18,0.9,0.0,89,2.3
Provincia di Genova,01/05/2021 12:00:00 PM,,nord,75,broken clouds,1010,59,288.86,0.11,0.0,182,2.69
Bologna,01/05/2021 12:00:00 PM,,nord,100,overcast clouds,1010,68,292.6,0.0,0.0,72,1.85
Provincia di Perugia,01/05/2021 12:00:00 PM,,centro_nord,100,overcast clouds,1011,68,291.97,0.0,0.0,217,4.45
Trieste,01/05/2021 12:00:00 PM,,nord,100,light rain,1011,68,293.03,0.24,0.0,218,1.61
Sardinia,01/05/2021 12:00:00 PM,,sardegna,100,overcast clouds,1009,87,289.57,0.31,0.0,132,1.48
L'Aquila,01/05/2021 12:00:00 PM,,centro_sud,100,light rain,1012,79,288.23,0.28,0.0,170,1.86
Rome,01/05/2021 13:00:00 PM,,centro_sud,100,overcast clouds,1011,75,291.22,0.38,0.0,148,4.25
Province of Turin,01/05/2021 13:00:00 PM,,nord,99,light rain,1009,85,284.17,0.3,0.0,83,1.77
Naples,01/05/2021 13:00:00 PM,,sud,100,light rain,1014,88,290.36,0.81,0.0,69,1.99
Venice,01/05/2021 13:00:00 PM,,nord,97,overcast clouds,1010,85,289.62,0.31,0.0,93,3.43
Bologna,01/05/2021 13:00:00 PM,,nord,100,overcast clouds,1009,67,292.99,0.0,0.0,92,2.32
Trieste,01/05/2021 13:00:00 PM,,nord,100,light rain,1011,75,291.95,0.8,0.0,215,1.63
Florence,01/05/2021 13:00:00 PM,,centro_nord,100,overcast clouds,1010,73,291.36,0.0,0.0,168,1.2
Province of Palermo,01/05/2021 13:00:00 PM,,sicilia,100,overcast clouds,1012,43,298.06,0.0,0.0,327,2.33
Potenza,01/05/2021 13:00:00 PM,,sud,100,overcast clouds,1013,70,292.32,0.0,0.0,274,2.31
Provincia di Campobasso,01/05/2021 13:00:00 PM,,centro_sud,95,light rain,1012,84,291.11,0.37,0.0,209,4.26
Valle d'Aosta,01/05/2021 13:00:00 PM,,nord,96,light rain,1009,89,278.2,0.13,0.0,105,2.04
Sardinia,01/05/2021 13:00:00 PM,,sardegna,100,light rain,1009,67,294.02,0.19,0.0,201,3.26
Provincia di Ancona,01/05/2021 13:00:00 PM,,centro_nord,100,overcast clouds,1010,69,292.63,0.0,0.0,356,0.91
Catanzaro,01/05/2021 13:00:00 PM,,calabria,99,overcast clouds,1014,57,297.8,0.0,0.0,142,2.8
Provincia di Genova,01/05/2021 13:00:00 PM,,nord,80,broken clouds,1009,57,289.36,0.11,0.0,167,3.06
Milan,01/05/2021 13:00:00 PM,,nord,95,light rain,1009,66,291.94,0.54,0.0,120,2.46
Provincia di Perugia,01/05/2021 13:00:00 PM,,centro_nord,100,overcast clouds,1011,65,292.86,0.0,0.0,206,4.17
L'Aquila,01/05/2021 13:00:00 PM,,centro_sud,100,overcast clouds,1011,76,289.39,0.28,0.0,193,1.96
Trento,01/05/2021 13:00:00 PM,,nord,54,light rain,1008,55,294.13,0.23,0.0,184,2.52
Bari,01/05/2021 13:00:00 PM,,sud,100,overcast clouds,1013,65,293.35,0.0,0.0,145,3.16
Provincia di Ancona,01/05/2021 14:00:00 PM,,centro_nord,100,overcast clouds,1010,67,292.96,0.0,0.0,141,0.17
Province of Palermo,01/05/2021 14:00:00 PM,,sicilia,100,overcast clouds,1012,43,297.93,0.0,0.0,12,2.23
Milan,01/05/2021 14:00:00 PM,,nord,96,light rain,1008,66,292.19,0.89,0.0,119,2.49
Florence,01/05/2021 14:00:00 PM,,centro_nord,100,light rain,1009,62,293.59,0.18,0.0,191,3.76
Catanzaro,01/05/2021 14:00:00 PM,,calabria,99,overcast clouds,1012,57,296.4,0.0,0.0,99,2.26
Provincia di Genova,01/05/2021 14:00:00 PM,,nord,83,broken clouds,1009,61,288.69,0.11,0.0,180,2.62
Potenza,01/05/2021 14:00:00 PM,,sud,100,overcast clouds,1014,64,293.53,0.0,0.0,255,2.36
Bologna,01/05/2021 14:00:00 PM,,nord,100,overcast clouds,1009,74,291.89,0.0,0.0,104,2.84
L'Aquila,01/05/2021 14:00:00 PM,,centro_sud,100,overcast clouds,1011,79,289.16,0.28,0.0,174,2.1
Naples,01/05/2021 14:00:00 PM,,sud,100,light rain,1013,87,290.74,0.54,0.0,70,2.71
Province of Turin,01/05/2021 14:00:00 PM,,nord,99,light rain,1009,82,284.59,0.31,0.0,77,1.64
Trento,01/05/2021 14:00:00 PM,,nord,59,light rain,1008,59,293.64,0.4,0.0,179,3.42
Valle d'Aosta,01/05/2021 14:00:00 PM,,nord,96,light rain,1008,81,279.64,0.28,0.0,115,2.43
Rome,01/05/2021 14:00:00 PM,,centro_sud,100,light rain,1010,83,290.38,0.17,0.0,127,3.35
Trieste,01/05/2021 14:00:00 PM,,nord,100,light rain,1010,79,291.28,0.69,0.0,195,1.49
Sardinia,01/05/2021 14:00:00 PM,,sardegna,88,light rain,1009,72,293.86,0.69,0.0,199,5.12
Venice,01/05/2021 14:00:00 PM,,nord,98,overcast clouds,1010,79,290.75,0.31,0.0,117,4.23
Provincia di Campobasso,01/05/2021 14:00:00 PM,,centro_sud,96,light rain,1012,83,291.72,0.89,0.0,220,5.37
Bari,01/05/2021 14:00:00 PM,,sud,100,light rain,1013,69,292.92,0.27,0.0,105,3.71
Provincia di Perugia,01/05/2021 14:00:00 PM,,centro_nord,100,overcast clouds,1010,67,292.71,0.0,0.0,196,3.31
Potenza,01/05/2021 15:00:00 PM,,sud,100,overcast clouds,1013,69,292.53,0.0,0.0,221,1.06
Naples,01/05/2021 15:00:00 PM,,sud,100,light rain,1013,87,291.13,0.92,0.0,70,1.72
Province of Turin,01/05/2021 15:00:00 PM,,nord,99,light rain,1008,79,285.3,0.48,0.0,104,0.94
Province of Palermo,01/05/2021 15:00:00 PM,,sicilia,100,overcast clouds,1012,47,297.4,0.0,0.0,12,2.65
Sardinia,01/05/2021 15:00:00 PM,,sardegna,85,light rain,1008,80,292.99,0.88,0.0,216,5.25
Provincia di Perugia,01/05/2021 15:00:00 PM,,centro_nord,100,light rain,1010,83,289.98,0.31,0.0,182,2.0
Provincia di Ancona,01/05/2021 15:00:00 PM,,centro_nord,100,overcast clouds,1009,71,292.27,0.0,0.0,105,1.41
Catanzaro,01/05/2021 15:00:00 PM,,calabria,100,overcast clouds,1012,46,297.76,0.0,0.0,137,1.8
L'Aquila,01/05/2021 15:00:00 PM,,centro_sud,100,light rain,1011,87,288.26,0.24,0.0,170,2.46
Milan,01/05/2021 15:00:00 PM,,nord,100,light rain,1008,78,290.61,0.93,0.0,99,2.15
Trento,01/05/2021 15:00:00 PM,,nord,99,light rain,1007,62,293.28,0.43,0.0,171,2.95
Provincia di Genova,01/05/2021 15:00:00 PM,,nord,99,overcast clouds,1008,69,287.31,0.11,0.0,180,2.99
Rome,01/05/2021 15:00:00 PM,,centro_sud,100,light rain,1010,80,291.69,0.12,0.0,141,5.32
Florence,01/05/2021 15:00:00 PM,,centro_nord,100,light rain,1009,68,293.2,0.44,0.0,191,3.43
Trieste,01/05/2021 15:00:00 PM,,nord,100,light rain,1010,81,291.09,0.42,0.0,187,2.01
Venice,01/05/2021 15:00:00 PM,,nord,100,overcast clouds,1009,84,289.68,0.31,0.0,126,4.04
Bari,01/05/2021 15:00:00 PM,,sud,100,light rain,1013,72,292.45,0.39,0.0,94,2.94
Bologna,01/05/2021 15:00:00 PM,,nord,100,overcast clouds,1009,75,291.77,0.0,0.0,123,2.73
Valle d'Aosta,01/05/2021 15:00:00 PM,,nord,100,light rain,1007,74,280.43,0.21,0.0,119,2.61
Provincia di Campobasso,01/05/2021 15:00:00 PM,,centro_sud,100,moderate rain,1011,92,289.7,1.84,0.0,214,4.66
Provincia di Ancona,01/05/2021 16:00:00 PM,,centro_nord,100,light rain,1009,79,291.17,0.25,0.0,140,2.1
Catanzaro,01/05/2021 16:00:00 PM,,calabria,100,overcast clouds,1012,47,297.13,0.0,0.0,98,1.77
Bari,01/05/2021 16:00:00 PM,,sud,100,overcast clouds,1012,68,293.22,0.39,0.0,120,4.1
Florence,01/05/2021 16:00:00 PM,,centro_nord,100,light rain,1008,68,293.43,0.38,0.0,196,3.32
Valle d'Aosta,01/05/2021 16:00:00 PM,,nord,100,light rain,1006,76,280.31,0.33,0.0,110,2.7
Venice,01/05/2021 16:00:00 PM,,nord,100,overcast clouds,1009,85,289.56,0.31,0.0,116,3.5
L'Aquila,01/05/2021 16:00:00 PM,,centro_sud,100,light rain,1010,92,287.75,0.18,0.0,181,2.54
Provincia di Campobasso,01/05/2021 16:00:00 PM,,centro_sud,100,moderate rain,1011,87,291.01,1.08,0.0,216,6.12
Potenza,01/05/2021 16:00:00 PM,,sud,100,light rain,1013,75,292.0,0.25,0.0,252,1.0
Trieste,01/05/2021 16:00:00 PM,,nord,100,light rain,1009,78,291.54,0.32,0.0,160,2.01
Milan,01/05/2021 16:00:00 PM,,nord,100,light rain,1007,84,289.77,0.95,0.0,89,2.08
Trento,01/05/2021 16:00:00 PM,,nord,97,light rain,1007,66,292.8,0.57,0.0,179,3.21
Rome,01/05/2021 16:00:00 PM,,centro_sud,100,light rain,1010,82,291.53,0.14,0.0,145,5.68
Provincia di Genova,01/05/2021 16:00:00 PM,,nord,96,overcast clouds,1008,73,286.75,0.11,0.0,158,2.34
Province of Turin,01/05/2021 16:00:00 PM,,nord,100,moderate rain,1007,87,283.75,1.16,0.0,275,0.25
Province of Palermo,01/05/2021 16:00:00 PM,,sicilia,100,overcast clouds,1012,50,296.59,0.0,0.0,25,2.53
Bologna,01/05/2021 16:00:00 PM,,nord,100,overcast clouds,1007,71,292.53,0.0,0.0,113,1.19
Naples,01/05/2021 16:00:00 PM,,sud,100,moderate rain,1012,90,290.95,1.71,0.0,82,3.87
Sardinia,01/05/2021 16:00:00 PM,,sardegna,92,moderate rain,1009,91,290.47,1.06,0.0,249,4.97
Provincia di Perugia,01/05/2021 16:00:00 PM,,centro_nord,100,moderate rain,1010,94,288.33,1.48,0.0,199,1.54
Trento,01/05/2021 17:00:00 PM,,nord,98,light rain,1007,76,291.38,0.67,0.0,185,2.58
Florence,01/05/2021 17:00:00 PM,,centro_nord,100,light rain,1008,82,291.58,0.93,0.0,194,3.88
Potenza,01/05/2021 17:00:00 PM,,sud,100,light rain,1013,86,290.19,0.16,0.0,128,0.5
Bologna,01/05/2021 17:00:00 PM,,nord,84,broken clouds,1007,61,294.28,0.0,0.0,173,2.35
Valle d'Aosta,01/05/2021 17:00:00 PM,,nord,100,light rain,1006,89,278.77,0.86,0.0,105,2.13
Provincia di Ancona,01/05/2021 17:00:00 PM,,centro_nord,100,moderate rain,1009,91,288.94,1.4,0.0,134,1.95
L'Aquila,01/05/2021 17:00:00 PM,,centro_sud,100,overcast clouds,1010,92,288.11,0.18,0.0,205,2.74
Province of Palermo,01/05/2021 17:00:00 PM,,sicilia,100,overcast clouds,1011,52,295.97,0.0,0.0,47,2.14
Naples,01/05/2021 17:00:00 PM,,sud,100,light rain,1012,88,291.51,0.19,0.0,40,2.43
Provincia di Perugia,01/05/2021 17:00:00 PM,,centro_nord,100,moderate rain,1010,96,287.83,1.31,0.0,175,1.14
Province of Turin,01/05/2021 17:00:00 PM,,nord,100,moderate rain,1007,93,282.57,2.01,0.0,310,1.4
Provincia di Genova,01/05/2021 17:00:00 PM,,nord,97,overcast clouds,1007,70,287.17,0.11,0.0,160,2.61
Trieste,01/05/2021 17:00:00 PM,,nord,100,overcast clouds,1009,79,291.71,0.32,0.0,124,1.1
Rome,01/05/2021 17:00:00 PM,,centro_sud,100,light rain,1010,81,292.25,0.29,0.0,156,6.32
Sardinia,01/05/2021 17:00:00 PM,,sardegna,95,light rain,1010,94,289.3,0.88,0.0,246,4.79
Venice,01/05/2021 17:00:00 PM,,nord,100,overcast clouds,1008,83,290.04,0.31,0.0,102,3.22
Catanzaro,01/05/2021 17:00:00 PM,,calabria,100,overcast clouds,1011,52,296.65,0.0,0.0,71,0.89
Bari,01/05/2021 17:00:00 PM,,sud,100,light rain,1014,80,291.89,0.6,0.0,135,1.96
Milan,01/05/2021 17:00:00 PM,,nord,100,light rain,1006,85,289.82,0.88,0.0,85,2.21
Provincia di Campobasso,01/05/2021 17:00:00 PM,,centro_sud,98,light rain,1010,86,291.15,0.32,0.0,219,6.04
Valle d'Aosta,01/05/2021 18:00:00 PM,,nord,100,moderate rain,1006,94,277.92,1.23,0.0,119,1.33
Provincia di Genova,01/05/2021 18:00:00 PM,,nord,98,overcast clouds,1006,78,286.48,0.11,0.0,160,2.5
Bologna,01/05/2021 18:00:00 PM,,nord,76,light rain,1006,69,293.55,0.41,0.0,162,3.88
Provincia di Campobasso,01/05/2021 18:00:00 PM,,centro_sud,96,light rain,1010,89,290.46,0.5,0.0,212,5.74
Catanzaro,01/05/2021 18:00:00 PM,,calabria,100,overcast clouds,1011,58,295.8,0.0,0.0,11,0.74
Province of Palermo,01/05/2021 18:00:00 PM,,sicilia,100,overcast clouds,1011,63,294.47,0.0,0.0,54,1.71
Potenza,01/05/2021 18:00:00 PM,,sud,100,light rain,1013,86,290.85,0.11,0.0,154,2.82
Naples,01/05/2021 18:00:00 PM,,sud,100,light rain,1011,91,291.19,0.31,0.0,26,2.14
Province of Turin,01/05/2021 18:00:00 PM,,nord,100,moderate rain,1007,95,281.81,3.4,0.0,322,1.94
Trieste,01/05/2021 18:00:00 PM,,nord,100,light rain,1008,79,291.71,0.19,0.0,152,2.77
Rome,01/05/2021 18:00:00 PM,,centro_sud,100,light rain,1010,90,290.98,0.31,0.0,153,5.33
Milan,01/05/2021 18:00:00 PM,,nord,99,light rain,1006,86,289.49,0.97,0.0,93,2.71
Sardinia,01/05/2021 18:00:00 PM,,sardegna,96,light rain,1011,93,288.52,0.44,0.0,234,3.74
Venice,01/05/2021 18:00:00 PM,,nord,100,overcast clouds,1008,85,289.86,0.31,0.0,112,3.66
Provincia di Ancona,01/05/2021 18:00:00 PM,,centro_nord,100,light rain,1009,93,288.55,0.87,0.0,149,1.56
L'Aquila,01/05/2021 18:00:00 PM,,centro_sud,99,light rain,1009,89,288.47,0.15,0.0,214,2.95
Provincia di Perugia,01/05/2021 18:00:00 PM,,centro_nord,100,moderate rain,1009,97,287.85,1.06,0.0,171,1.14
Bari,01/05/2021 18:00:00 PM,,sud,100,light rain,1012,82,291.57,0.18,0.0,109,5.3
Florence,01/05/2021 18:00:00 PM,,centro_nord,100,moderate rain,1007,87,290.83,1.23,0.0,199,1.97
Trento,01/05/2021 18:00:00 PM,,nord,98,light rain,1007,86,290.03,0.57,0.0,178,1.88
Valle d'Aosta,01/05/2021 19:00:00 PM,,nord,100,moderate rain,1006,98,276.61,2.9,0.0,134,1.57
Bologna,01/05/2021 19:00:00 PM,,nord,78,light rain,1006,81,291.06,0.41,0.0,137,4.71
Bari,01/05/2021 19:00:00 PM,,sud,100,overcast clouds,1012,83,290.99,0.18,0.0,127,7.01
Provincia di Perugia,01/05/2021 19:00:00 PM,,centro_nord,100,moderate rain,1009,97,287.69,1.11,0.0,159,1.39
Province of Palermo,01/05/2021 19:00:00 PM,,sicilia,100,overcast clouds,1012,67,293.12,0.0,0.0,40,0.82
Florence,01/05/2021 19:00:00 PM,,centro_nord,100,light rain,1007,90,290.13,0.94,0.0,191,2.59
Provincia di Genova,01/05/2021 19:00:00 PM,,nord,98,light rain,1006,94,285.06,0.63,0.0,165,3.42
Catanzaro,01/05/2021 19:00:00 PM,,calabria,100,overcast clouds,1011,57,294.92,0.0,0.0,354,2.02
Naples,01/05/2021 19:00:00 PM,,sud,100,light rain,1011,90,291.17,0.23,0.0,25,2.4
Trieste,01/05/2021 19:00:00 PM,,nord,100,light rain,1008,88,289.96,0.49,0.0,154,3.06
Rome,01/05/2021 19:00:00 PM,,centro_sud,100,light rain,1010,92,290.6,0.38,0.0,160,5.1
Provincia di Campobasso,01/05/2021 19:00:00 PM,,centro_sud,97,light rain,1010,88,290.19,0.8,0.0,214,5.77
Trento,01/05/2021 19:00:00 PM,,nord,95,light rain,1006,89,289.92,0.53,0.0,170,1.72
Potenza,01/05/2021 19:00:00 PM,,sud,100,overcast clouds,1011,85,290.62,0.11,0.0,152,3.25
Province of Turin,01/05/2021 19:00:00 PM,,nord,100,moderate rain,1006,93,281.66,1.65,0.0,310,1.9
Milan,01/05/2021 19:00:00 PM,,nord,99,moderate rain,1005,88,289.7,1.06,0.0,98,2.91
Venice,01/05/2021 19:00:00 PM,,nord,99,overcast clouds,1008,88,289.32,0.31,0.0,107,3.41
L'Aquila,01/05/2021 19:00:00 PM,,centro_sud,99,light rain,1009,95,287.53,0.24,0.0,217,2.63
Sardinia,01/05/2021 19:00:00 PM,,sardegna,97,light rain,1011,93,287.87,0.19,0.0,231,2.6
Provincia di Ancona,01/05/2021 19:00:00 PM,,centro_nord,100,light rain,1008,93,288.1,0.37,0.0,126,1.0
Rome,01/05/2021 20:00:00 PM,,centro_sud,100,light rain,1010,95,290.11,0.45,0.0,162,5.24
Provincia di Genova,01/05/2021 20:00:00 PM,,nord,99,moderate rain,1005,99,284.53,1.32,0.0,145,2.52
Provincia di Perugia,01/05/2021 20:00:00 PM,,centro_nord,100,light rain,1009,96,287.76,0.46,0.0,155,1.19
Provincia di Campobasso,01/05/2021 20:00:00 PM,,centro_sud,97,light rain,1010,90,289.73,0.17,0.0,209,4.39
Province of Palermo,01/05/2021 20:00:00 PM,,sicilia,100,overcast clouds,1013,65,292.36,0.0,0.0,292,2.23
Valle d'Aosta,01/05/2021 20:00:00 PM,,nord,100,moderate rain,1007,98,275.65,2.92,0.0,134,0.98
Provincia di Ancona,01/05/2021 20:00:00 PM,,centro_nord,100,light rain,1009,93,288.03,0.29,0.0,153,0.82
Province of Turin,01/05/2021 20:00:00 PM,,nord,100,moderate rain,1006,95,281.13,4.0,0.0,304,2.18
Trieste,01/05/2021 20:00:00 PM,,nord,97,light rain,1009,92,289.13,0.43,0.0,156,2.81
Venice,01/05/2021 20:00:00 PM,,nord,98,light rain,1008,92,288.82,0.25,0.0,140,4.29
Catanzaro,01/05/2021 20:00:00 PM,,calabria,100,overcast clouds,1012,54,293.97,0.0,0.0,331,1.93
L'Aquila,01/05/2021 20:00:00 PM,,centro_sud,99,light rain,1010,97,287.27,0.4,0.0,212,2.56
Milan,01/05/2021 20:00:00 PM,,nord,99,moderate rain,1004,93,288.45,1.9,0.0,114,2.22
Bari,01/05/2021 20:00:00 PM,,sud,100,overcast clouds,1011,79,291.12,0.18,0.0,127,6.66
Bologna,01/05/2021 20:00:00 PM,,nord,81,light rain,1006,89,289.2,0.13,0.0,131,4.76
Trento,01/05/2021 20:00:00 PM,,nord,94,light rain,1006,93,288.4,0.58,0.0,163,1.68
Sardinia,01/05/2021 20:00:00 PM,,sardegna,97,overcast clouds,1011,95,286.96,0.19,0.0,225,3.2
Florence,01/05/2021 20:00:00 PM,,centro_nord,100,light rain,1008,93,289.43,0.91,0.0,191,2.43
Potenza,01/05/2021 20:00:00 PM,,sud,100,overcast clouds,1011,88,288.85,0.11,0.0,170,2.76
Naples,01/05/2021 20:00:00 PM,,sud,100,light rain,1011,89,291.17,0.17,0.0,58,3.12
Rome,01/05/2021 21:00:00 PM,,centro_sud,100,light rain,1011,94,290.23,0.57,0.0,163,4.29
Bologna,01/05/2021 21:00:00 PM,,nord,100,overcast clouds,1006,91,288.64,0.13,0.0,142,4.19
Trento,01/05/2021 21:00:00 PM,,nord,100,moderate rain,1007,96,287.99,1.14,0.0,151,1.62
Catanzaro,01/05/2021 21:00:00 PM,,calabria,100,overcast clouds,1012,56,293.52,0.0,0.0,342,1.47
Provincia di Perugia,01/05/2021 21:00:00 PM,,centro_nord,100,light rain,1009,97,287.86,0.77,0.0,185,2.07
Naples,01/05/2021 21:00:00 PM,,sud,100,overcast clouds,1011,89,291.0,0.17,0.0,57,2.96
Valle d'Aosta,01/05/2021 21:00:00 PM,,nord,100,snow,1008,99,274.63,2.92,3.93,293,0.57
Province of Palermo,01/05/2021 21:00:00 PM,,sicilia,100,overcast clouds,1014,68,291.84,0.0,0.0,304,1.05
Venice,01/05/2021 21:00:00 PM,,nord,100,overcast clouds,1008,93,288.72,0.25,0.0,156,4.39
Florence,01/05/2021 21:00:00 PM,,centro_nord,100,moderate rain,1007,96,288.94,1.08,0.0,172,1.98
Provincia di Campobasso,01/05/2021 21:00:00 PM,,centro_sud,100,overcast clouds,1011,93,289.14,0.17,0.0,213,3.69
L'Aquila,01/05/2021 21:00:00 PM,,centro_sud,100,light rain,1011,97,287.25,0.51,0.0,217,2.8
Milan,01/05/2021 21:00:00 PM,,nord,100,heavy intensity rain,1005,96,287.78,6.42,0.0,96,1.78
Bari,01/05/2021 21:00:00 PM,,sud,100,overcast clouds,1011,77,291.16,0.18,0.0,138,5.78
Sardinia,01/05/2021 21:00:00 PM,,sardegna,100,light rain,1012,97,285.86,0.13,0.0,222,2.9
Provincia di Genova,01/05/2021 21:00:00 PM,,nord,100,moderate rain,1005,99,284.63,3.65,0.0,166,3.71
Trieste,01/05/2021 21:00:00 PM,,nord,100,light rain,1009,94,288.64,0.31,0.0,143,2.23
Provincia di Ancona,01/05/2021 21:00:00 PM,,centro_nord,100,light rain,1009,92,287.95,0.25,0.0,143,0.82
Province of Turin,01/05/2021 21:00:00 PM,,nord,100,moderate rain,1006,94,281.11,3.09,0.0,310,2.25
Potenza,01/05/2021 21:00:00 PM,,sud,100,overcast clouds,1013,87,289.12,0.11,0.0,194,3.01
Sardinia,01/05/2021 22:00:00 PM,,sardegna,83,light rain,1013,98,285.36,0.19,0.0,222,3.61
Provincia di Perugia,01/05/2021 22:00:00 PM,,centro_nord,100,light rain,1009,98,288.16,0.7,0.0,185,2.58
Florence,01/05/2021 22:00:00 PM,,centro_nord,100,moderate rain,1007,97,288.94,1.75,0.0,142,1.65
Rome,01/05/2021 22:00:00 PM,,centro_sud,100,light rain,1011,95,289.98,0.53,0.0,166,3.31
Catanzaro,01/05/2021 22:00:00 PM,,calabria,100,overcast clouds,1013,56,293.05,0.0,0.0,334,1.59
Venice,01/05/2021 22:00:00 PM,,nord,100,light rain,1008,95,288.45,0.55,0.0,153,4.41
Milan,01/05/2021 22:00:00 PM,,nord,100,moderate rain,1005,97,287.62,2.79,0.0,118,1.86
Trieste,01/05/2021 22:00:00 PM,,nord,100,light rain,1009,94,288.5,0.54,0.0,123,1.94
Provincia di Genova,01/05/2021 22:00:00 PM,,nord,100,heavy intensity rain,1005,99,284.23,4.84,0.0,170,3.14
L'Aquila,01/05/2021 22:00:00 PM,,centro_sud,100,light rain,1011,98,287.19,0.82,0.0,219,3.05
Provincia di Ancona,01/05/2021 22:00:00 PM,,centro_nord,100,light rain,1009,93,287.87,0.31,0.0,165,1.51
Naples,01/05/2021 22:00:00 PM,,sud,100,overcast clouds,1012,88,291.0,0.17,0.0,30,1.76
Province of Turin,01/05/2021 22:00:00 PM,,nord,100,moderate rain,1006,93,281.42,1.08,0.0,304,1.86
Provincia di Campobasso,01/05/2021 22:00:00 PM,,centro_sud,100,overcast clouds,1011,92,289.18,0.17,0.0,214,3.12
Province of Palermo,01/05/2021 22:00:00 PM,,sicilia,100,overcast clouds,1014,70,291.4,0.0,0.0,242,2.34
Valle d'Aosta,01/05/2021 22:00:00 PM,,nord,100,snow,1009,99,274.03,2.92,4.0,333,1.17
Potenza,01/05/2021 22:00:00 PM,,sud,100,overcast clouds,1012,83,289.06,0.11,0.0,194,4.35
Bologna,01/05/2021 22:00:00 PM,,nord,100,light rain,1006,92,288.51,0.37,0.0,141,3.66
Trento,01/05/2021 22:00:00 PM,,nord,100,light rain,1007,96,287.86,0.72,0.0,140,1.81
Bari,01/05/2021 22:00:00 PM,,sud,100,overcast clouds,1012,73,291.52,0.18,0.0,158,4.14
Milan,01/05/2021 23:00:00 PM,,nord,100,moderate rain,1004,96,287.51,2.87,0.0,166,1.31
Venice,01/05/2021 23:00:00 PM,,nord,100,light rain,1007,95,288.59,0.69,0.0,141,4.99
Naples,01/05/2021 23:00:00 PM,,sud,100,overcast clouds,1011,87,291.1,0.17,0.0,7,1.51
Provincia di Perugia,01/05/2021 23:00:00 PM,,centro_nord,100,light rain,1009,98,288.62,0.88,0.0,185,3.19
Bologna,01/05/2021 23:00:00 PM,,nord,100,moderate rain,1005,95,288.15,1.05,0.0,140,3.31
Trento,01/05/2021 23:00:00 PM,,nord,100,light rain,1006,96,287.77,0.66,0.0,150,1.68
Catanzaro,01/05/2021 23:00:00 PM,,calabria,100,overcast clouds,1012,51,293.68,0.0,0.0,312,2.09
Bari,01/05/2021 23:00:00 PM,,sud,100,overcast clouds,1011,73,291.28,0.18,0.0,154,4.3
Sardinia,01/05/2021 23:00:00 PM,,sardegna,87,light rain,1013,99,285.49,0.19,0.0,224,3.82
