Date,Renewable Generation [GWh],Energy Source
2021-01-05 11:00:00,3.60,Wind
2021-01-05 12:00:00,1.73,Biomass
2021-01-05 12:00:00,0.62,Geothermal
2021-01-05 12:00:00,7.50,Hydro
2021-01-05 12:00:00,3.09,Photovoltaic
2021-01-05 12:00:00,3.98,Wind
2021-01-05 13:00:00,1.73,Biomass
2021-01-05 13:00:00,0.62,Geothermal
2021-01-05 13:00:00,6.68,Hydro
2021-01-05 13:00:00,3.46,Photovoltaic
2021-01-05 13:00:00,4.11,Wind
2021-01-05 14:00:00,1.66,Biomass
2021-01-05 14:00:00,0.62,Geothermal
2021-01-05 14:00:00,6.17,Hydro
2021-01-05 14:00:00,2.72,Photovoltaic
2021-01-05 14:00:00,4.21,Wind
2021-01-05 15:00:00,1.68,Biomass
2021-01-05 15:00:00,0.62,Geothermal
2021-01-05 15:00:00,6.85,Hydro
2021-01-05 15:00:00,1.01,Photovoltaic
2021-01-05 15:00:00,4.45,Wind
2021-01-05 16:00:00,1.82,Biomass
2021-01-05 16:00:00,0.62,Geothermal
2021-01-05 16:00:00,7.02,Hydro
2021-01-05 16:00:00,0.12,Photovoltaic
2021-01-05 16:00:00,4.45,Wind
2021-01-05 17:00:00,1.88,Biomass
2021-01-05 17:00:00,0.62,Geothermal
2021-01-05 17:00:00,8.70,Hydro
2021-01-05 17:00:00,0.00,Photovoltaic
2021-01-05 17:00:00,4.60,Wind
2021-01-05 18:00:00,1.93,Biomass
2021-01-05 18:00:00,0.62,Geothermal
2021-01-05 18:00:00,8.36,Hydro
2021-01-05 18:00:00,0.00,Photovoltaic
2021-01-05 18:00:00,4.35,Wind
2021-01-05 19:00:00,1.95,Biomass
2021-01-05 19:00:00,0.62,Geothermal
2021-01-05 19:00:00,7.73,Hydro
2021-01-05 19:00:00,0.00,Photovoltaic
2021-01-05 19:00:00,4.51,Wind
2021-01-05 20:00:00,1.89,Biomass
2021-01-05 20:00:00,0.62,Geothermal
2021-01-05 20:00:00,7.27,Hydro
2021-01-05 20:00:00,0.00,Photovoltaic
2021-01-05 20:00:00,4.73,Wind
2021-01-05 21:00:00,1.94,Biomass
2021-01-05 21:00:00,0.62,Geothermal
2021-01-05 21:00:00,5.63,Hydro
2021-01-05 21:00:00,0.00,Photovoltaic
2021-01-05 21:00:00,4.63,Wind
2021-01-05 22:00:00,1.83,Biomass
2021-01-05 22:00:00,0.62,Geothermal
2021-01-05 22:00:00,4.55,Hydro
2021-01-05 22:00:00,0.00,Photovoltaic
2021-01-05 22:00:00,4.71,Wind
2021-01-05 23:00:00,1.70,Biomass
2021-01-05 23:00:00,0.62,Geothermal
2021-01-05 23:00:00,4.25,Hydro
2021-01-05 23:00:00,0.00,Photovoltaic
2021-01-05 23:00:00,4.51,Wind
2021-01-06 00:00:00,1.44,Biomass
2021-01-06 00:00:00,0.62,Geothermal
2021-01-06 00:00:00,3.75,Hydro
2021-01-06 00:00:00,0.00,Photovoltaic
2021-01-06 00:00:00,4.18,Wind
2021-01-06 01:00:00,1.29,Biomass
2021-01-06 01:00:00,0.62,Geothermal
2021-01-06 01:00:00,3.77,Hydro
2021-01-06 01:00:00,0.00,Photovoltaic
2021-01-06 01:00:00,4.03,Wind
2021-01-06 02:00:00,1.27,Biomass
2021-01-06 02:00:00,0.62,Geothermal
2021-01-06 02:00:00,3.57,Hydro
2021-01-06 02:00:00,0.00,Photovoltaic
