name,date,cross_join,region,clouds,text_description,pressure,humidity,temp,rain_1h,snow_1h,wind_deg,wind_speed
Valle d'Aosta,27/04/2021 01:15:00 AM,26/04/2021 23:15 PM,nord,100,overcast clouds,1004,79,6.31,0,0,68,1.34
Provincia di Genova,27/04/2021 01:13:19 AM,26/04/2021 23:15 PM,nord,100,light rain,1009,83,12.4,{'1h': 0.12},0,302,1.79
Province of Turin,27/04/2021 01:15:00 AM,26/04/2021 23:15 PM,nord,100,light rain,1008,92,8.84,{'1h': 0.87},0,338,0.45
Milan,27/04/2021 01:15:01 AM,26/04/2021 23:15 PM,nord,75,broken clouds,1012,87,11.5,0,0,90,2.57
Trento,27/04/2021 01:15:01 AM,26/04/2021 23:15 PM,nord,90,fog,1011,100,6.86,0,0,148,1.3
Venice,27/04/2021 01:15:01 AM,26/04/2021 23:15 PM,nord,75,broken clouds,1012,82,11.65,0,0,40,2.57
Bologna,27/04/2021 01:15:01 AM,26/04/2021 23:15 PM,nord,75,light rain,1011,94,11.76,{'1h': 0.37},0,60,2.57
Trieste,27/04/2021 01:15:05 AM,26/04/2021 23:15 PM,nord,100,overcast clouds,1012,87,11.56,0,0,120,1.54
Provincia di Perugia,27/04/2021 01:15:06 AM,26/04/2021 23:15 PM,centro_nord,75,broken clouds,1009,62,12.8,0,0,340,3.6
Florence,27/04/2021 01:11:01 AM,26/04/2021 23:15 PM,centro_nord,75,light rain,1009,94,12.78,{'1h': 0.18},0,0,0.51
Provincia di Ancona,27/04/2021 01:15:06 AM,26/04/2021 23:15 PM,centro_nord,90,overcast clouds,1010,88,12.85,0,0,0,1.03
L'Aquila,27/04/2021 01:15:07 AM,26/04/2021 23:15 PM,centro_sud,99,overcast clouds,1012,52,8.02,0,0,210,2.06
Rome,27/04/2021 01:15:07 AM,26/04/2021 23:15 PM,centro_sud,0,clear sky,1008,54,14.49,0,0,210,2.06
L'Aquila,27/04/2021 01:15:07 AM,26/04/2021 23:15 PM,centro_sud,99,overcast clouds,1012,52,8.02,0,0,210,2.06
Rome,27/04/2021 01:15:07 AM,26/04/2021 23:15 PM,centro_sud,0,clear sky,1008,54,14.49,0,0,210,2.06
Provincia di Campobasso,27/04/2021 01:15:08 AM,26/04/2021 23:15 PM,centro_sud,100,overcast clouds,1007,78,11.39,0,0,239,1.96
Naples,27/04/2021 01:15:08 AM,26/04/2021 23:15 PM,sud,0,clear sky,1009,63,15.44,0,0,340,1.54
Bari,27/04/2021 01:15:08 AM,26/04/2021 23:15 PM,sud,0,clear sky,1009,72,15.4,0,0,160,2.57
Potenza,27/04/2021 01:15:08 AM,26/04/2021 23:15 PM,sud,91,overcast clouds,1013,82,8.33,0,0,90,0.45
Province of Palermo,27/04/2021 01:15:09 AM,26/04/2021 23:15 PM,sicilia,99,overcast clouds,973,79,15.51,0,0,160,3.66
Sardinia,27/04/2021 01:15:09 AM,26/04/2021 23:15 PM,sardegna,90,mist,1006,94,15.0,0,0,300,3.09
Catanzaro,27/04/2021 01:14:27 AM,26/04/2021 23:15 PM,calabria,86,overcast clouds,1010,82,12.88,0,0,80,8.23
Valle d'Aosta,27/04/2021 01:30:09 AM,26/04/2021 23:30 PM,nord,100,overcast clouds,1004,79,6.15,0,0,68,0.89
Provincia di Genova,27/04/2021 01:30:09 AM,26/04/2021 23:30 PM,nord,100,overcast clouds,1009,84,12.4,0,0,49,0.89
Province of Turin,27/04/2021 01:30:09 AM,26/04/2021 23:30 PM,nord,100,light rain,1008,94,8.85,{'1h': 0.87},0,311,1.11
Milan,27/04/2021 01:27:11 AM,26/04/2021 23:30 PM,nord,75,broken clouds,1012,87,11.5,0,0,90,2.57
Trento,27/04/2021 01:30:10 AM,26/04/2021 23:30 PM,nord,90,fog,1011,100,6.98,0,0,147,1.06
Venice,27/04/2021 01:30:10 AM,26/04/2021 23:30 PM,nord,75,broken clouds,1012,82,11.65,0,0,40,2.57
Bologna,27/04/2021 01:30:10 AM,26/04/2021 23:30 PM,nord,75,broken clouds,1011,94,11.76,0,0,60,2.57
Trieste,27/04/2021 01:30:11 AM,26/04/2021 23:30 PM,nord,100,overcast clouds,1012,87,11.56,0,0,120,1.54
Provincia di Perugia,27/04/2021 01:30:11 AM,26/04/2021 23:30 PM,centro_nord,75,broken clouds,1009,62,12.57,0,0,340,3.6
Florence,27/04/2021 01:30:11 AM,26/04/2021 23:30 PM,centro_nord,75,light rain,1009,94,12.68,{'1h': 0.56},0,0,0.51
Provincia di Ancona,27/04/2021 01:30:12 AM,26/04/2021 23:30 PM,centro_nord,90,light rain,1010,88,12.86,{'1h': 0.56},0,0,1.03
L'Aquila,27/04/2021 01:30:12 AM,26/04/2021 23:30 PM,centro_sud,85,overcast clouds,1012,52,8.16,0,0,210,2.06
Rome,27/04/2021 01:29:00 AM,26/04/2021 23:30 PM,centro_sud,0,clear sky,1008,54,14.48,0,0,210,2.06
L'Aquila,27/04/2021 01:30:12 AM,26/04/2021 23:30 PM,centro_sud,85,overcast clouds,1012,52,8.16,0,0,210,2.06
Rome,27/04/2021 01:29:00 AM,26/04/2021 23:30 PM,centro_sud,0,clear sky,1008,54,14.48,0,0,210,2.06
Provincia di Campobasso,27/04/2021 01:30:12 AM,26/04/2021 23:30 PM,centro_sud,100,overcast clouds,1007,79,11.39,0,0,240,1.68
Naples,27/04/2021 01:30:10 AM,26/04/2021 23:30 PM,sud,0,clear sky,1009,63,15.4,0,0,340,1.54
Bari,27/04/2021 01:30:13 AM,26/04/2021 23:30 PM,sud,0,clear sky,1009,72,15.4,0,0,160,2.57
Potenza,27/04/2021 01:30:13 AM,26/04/2021 23:30 PM,sud,90,overcast clouds,1012,80,7.78,0,0,221,0.45
Province of Palermo,27/04/2021 01:29:04 AM,26/04/2021 23:30 PM,sicilia,99,overcast clouds,973,79,15.55,0,0,160,3.66
Sardinia,27/04/2021 01:30:15 AM,26/04/2021 23:30 PM,sardegna,90,mist,1006,94,15.0,0,0,300,3.09
Catanzaro,27/04/2021 01:30:15 AM,26/04/2021 23:30 PM,calabria,85,overcast clouds,1010,82,12.57,0,0,80,8.23
Valle d'Aosta,27/04/2021 01:45:15 AM,26/04/2021 23:45 PM,nord,100,overcast clouds,1004,79,5.98,0,0,135,0.45
Provincia di Genova,27/04/2021 01:45:15 AM,26/04/2021 23:45 PM,nord,100,overcast clouds,1009,83,12.51,0,0,30,2.68
Province of Turin,27/04/2021 01:45:16 AM,26/04/2021 23:45 PM,nord,100,light rain,1008,94,8.85,{'1h': 0.65},0,338,0.45
Milan,27/04/2021 01:45:16 AM,26/04/2021 23:45 PM,nord,75,broken clouds,1012,93,11.12,0,0,90,2.06
Trento,27/04/2021 01:45:16 AM,26/04/2021 23:45 PM,nord,90,fog,1011,100,6.68,0,0,147,1.06
Venice,27/04/2021 01:45:17 AM,26/04/2021 23:45 PM,nord,75,broken clouds,1012,87,11.64,{'1h': 0.1},0,50,3.09
Bologna,27/04/2021 01:45:17 AM,26/04/2021 23:45 PM,nord,75,broken clouds,1011,94,11.76,0,0,70,2.57
Trieste,27/04/2021 01:45:17 AM,26/04/2021 23:45 PM,nord,100,overcast clouds,1011,87,11.57,0,0,110,1.54
Provincia di Perugia,27/04/2021 01:45:18 AM,26/04/2021 23:45 PM,centro_nord,75,broken clouds,1008,62,12.8,0,0,30,3.6
Florence,27/04/2021 01:45:18 AM,26/04/2021 23:45 PM,centro_nord,75,broken clouds,1008,94,12.67,0,0,250,1.54
Provincia di Ancona,27/04/2021 01:45:19 AM,26/04/2021 23:45 PM,centro_nord,75,light rain,1010,88,12.76,{'1h': 0.27},0,60,1.54
L'Aquila,27/04/2021 01:45:19 AM,26/04/2021 23:45 PM,centro_sud,85,overcast clouds,1012,52,8.06,0,0,210,2.06
Rome,27/04/2021 01:45:19 AM,26/04/2021 23:45 PM,centro_sud,0,clear sky,1008,58,14.49,0,0,220,1.54
L'Aquila,27/04/2021 01:45:19 AM,26/04/2021 23:45 PM,centro_sud,85,overcast clouds,1012,52,8.06,0,0,210,2.06
Rome,27/04/2021 01:45:19 AM,26/04/2021 23:45 PM,centro_sud,0,clear sky,1008,58,14.49,0,0,220,1.54
Provincia di Campobasso,27/04/2021 01:45:20 AM,26/04/2021 23:45 PM,centro_sud,100,overcast clouds,1007,80,11.11,0,0,240,1.68
Naples,27/04/2021 01:45:20 AM,26/04/2021 23:45 PM,sud,0,clear sky,1009,59,15.79,0,0,0,0.51
Bari,27/04/2021 01:45:21 AM,26/04/2021 23:45 PM,sud,0,clear sky,1009,77,15.3,0,0,170,1.54
Potenza,27/04/2021 01:45:21 AM,26/04/2021 23:45 PM,sud,90,overcast clouds,1012,81,7.78,0,0,254,1.34
Province of Palermo,27/04/2021 01:45:21 AM,26/04/2021 23:45 PM,sicilia,98,overcast clouds,973,79,15.89,0,0,164,3.84
Sardinia,27/04/2021 01:45:22 AM,26/04/2021 23:45 PM,sardegna,90,mist,1006,94,15.0,0,0,300,3.09
Catanzaro,27/04/2021 01:45:22 AM,26/04/2021 23:45 PM,calabria,85,overcast clouds,1010,77,12.58,0,0,90,7.72
Valle d'Aosta,27/04/2021 02:15:00 AM,27/04/2021 00:15 AM,nord,100,overcast clouds,1003,80,5.86,0,0,90,0.45
Provincia di Genova,27/04/2021 02:15:00 AM,27/04/2021 00:15 AM,nord,100,light rain,1008,83,12.4,{'1h': 0.37},0,26,2.24
Province of Turin,27/04/2021 02:15:01 AM,27/04/2021 00:15 AM,nord,100,light rain,1007,93,8.84,{'1h': 0.49},0,315,0.45
Milan,27/04/2021 02:15:01 AM,27/04/2021 00:15 AM,nord,75,broken clouds,1011,93,11.08,0,0,50,2.57
Trento,27/04/2021 02:15:01 AM,27/04/2021 00:15 AM,nord,90,fog,1011,100,6.85,0,0,148,1.14
Venice,27/04/2021 02:10:31 AM,27/04/2021 00:15 AM,nord,75,broken clouds,1011,87,11.47,0,0,50,3.6
Bologna,27/04/2021 02:15:02 AM,27/04/2021 00:15 AM,nord,75,light rain,1011,94,11.76,{'1h': 0.32},0,50,2.57
Trieste,27/04/2021 02:11:54 AM,27/04/2021 00:15 AM,nord,100,overcast clouds,1011,87,11.58,0,0,110,1.54
Provincia di Perugia,27/04/2021 02:15:04 AM,27/04/2021 00:15 AM,centro_nord,75,broken clouds,1008,71,13.31,0,0,340,3.09
Florence,27/04/2021 02:15:04 AM,27/04/2021 00:15 AM,centro_nord,75,light rain,1008,94,12.58,{'1h': 0.42},0,250,2.57
Provincia di Ancona,27/04/2021 02:15:05 AM,27/04/2021 00:15 AM,centro_nord,75,heavy intensity rain,1010,88,12.66,{'1h': 7.49},0,60,1.54
L'Aquila,27/04/2021 02:15:05 AM,27/04/2021 00:15 AM,centro_sud,84,broken clouds,1011,60,7.71,0,0,60,1.54
Rome,27/04/2021 02:10:35 AM,27/04/2021 00:15 AM,centro_sud,0,clear sky,1007,58,14.34,0,0,0,1.03
L'Aquila,27/04/2021 02:15:05 AM,27/04/2021 00:15 AM,centro_sud,84,broken clouds,1011,60,7.71,0,0,60,1.54
Rome,27/04/2021 02:10:35 AM,27/04/2021 00:15 AM,centro_sud,0,clear sky,1007,58,14.34,0,0,0,1.03
Provincia di Campobasso,27/04/2021 02:15:06 AM,27/04/2021 00:15 AM,centro_sud,100,overcast clouds,1006,80,11.11,0,0,235,1.68
Naples,27/04/2021 02:10:38 AM,27/04/2021 00:15 AM,sud,0,clear sky,1008,63,15.28,0,0,270,1.54
Bari,27/04/2021 02:15:06 AM,27/04/2021 00:15 AM,sud,0,clear sky,1008,77,15.13,0,0,130,3.6
Potenza,27/04/2021 02:15:06 AM,27/04/2021 00:15 AM,sud,94,overcast clouds,1012,81,7.78,0,0,210,2.32
Province of Palermo,27/04/2021 02:15:07 AM,27/04/2021 00:15 AM,sicilia,100,overcast clouds,972,79,15.7,0,0,165,3.94
Sardinia,27/04/2021 02:15:07 AM,27/04/2021 00:15 AM,sardegna,90,mist,1006,94,15.0,0,0,300,3.09
Catanzaro,27/04/2021 02:15:07 AM,27/04/2021 00:15 AM,calabria,86,overcast clouds,1009,77,12.58,0,0,80,7.2
Valle d'Aosta,27/04/2021 02:30:07 AM,27/04/2021 00:30 AM,nord,100,overcast clouds,1003,80,5.71,0,0,90,0.89
Provincia di Genova,27/04/2021 02:30:07 AM,27/04/2021 00:30 AM,nord,100,light rain,1008,83,12.4,{'1h': 0.12},0,23,3.13
Province of Turin,27/04/2021 02:25:38 AM,27/04/2021 00:30 AM,nord,100,light rain,1007,93,8.84,{'1h': 0.37},0,315,0.45
Milan,27/04/2021 02:30:00 AM,27/04/2021 00:30 AM,nord,75,broken clouds,1011,93,11.08,0,0,50,2.57
Trento,27/04/2021 02:30:08 AM,27/04/2021 00:30 AM,nord,90,fog,1011,100,6.69,0,0,142,0.98
Venice,27/04/2021 02:30:08 AM,27/04/2021 00:30 AM,nord,75,broken clouds,1011,87,11.46,0,0,50,3.6
Bologna,27/04/2021 02:30:08 AM,27/04/2021 00:30 AM,nord,75,broken clouds,1011,94,11.76,0,0,50,2.57
Trieste,27/04/2021 02:30:09 AM,27/04/2021 00:30 AM,nord,90,overcast clouds,1011,87,11.34,0,0,110,1.03
Provincia di Perugia,27/04/2021 02:30:09 AM,27/04/2021 00:30 AM,centro_nord,75,broken clouds,1008,71,13.2,0,0,340,3.09
Florence,27/04/2021 02:30:09 AM,27/04/2021 00:30 AM,centro_nord,75,broken clouds,1008,94,12.58,0,0,250,2.57
Provincia di Ancona,27/04/2021 02:30:10 AM,27/04/2021 00:30 AM,centro_nord,75,moderate rain,1010,88,12.67,{'1h': 1.54},0,60,1.54
L'Aquila,27/04/2021 02:30:10 AM,27/04/2021 00:30 AM,centro_sud,4,clear sky,1011,60,8.06,0,0,60,1.54
Rome,27/04/2021 02:30:10 AM,27/04/2021 00:30 AM,centro_sud,0,clear sky,1007,58,14.21,0,0,0,1.03
L'Aquila,27/04/2021 02:30:10 AM,27/04/2021 00:30 AM,centro_sud,4,clear sky,1011,60,8.06,0,0,60,1.54
Rome,27/04/2021 02:30:10 AM,27/04/2021 00:30 AM,centro_sud,0,clear sky,1007,58,14.21,0,0,0,1.03
Provincia di Campobasso,27/04/2021 02:30:11 AM,27/04/2021 00:30 AM,centro_sud,100,overcast clouds,1006,81,11.11,0,0,241,2.08
Naples,27/04/2021 02:30:11 AM,27/04/2021 00:30 AM,sud,0,clear sky,1008,63,15.45,0,0,270,1.54
Bari,27/04/2021 02:30:11 AM,27/04/2021 00:30 AM,sud,0,clear sky,1008,77,14.86,0,0,130,3.6
Potenza,27/04/2021 02:30:12 AM,27/04/2021 00:30 AM,sud,100,overcast clouds,1012,81,7.78,0,0,201,2.57
Province of Palermo,27/04/2021 02:30:12 AM,27/04/2021 00:30 AM,sicilia,100,overcast clouds,972,80,15.34,0,0,171,3.45
Sardinia,27/04/2021 02:30:12 AM,27/04/2021 00:30 AM,sardegna,90,mist,1006,94,15.0,0,0,300,3.09
Catanzaro,27/04/2021 02:30:12 AM,27/04/2021 00:30 AM,calabria,100,overcast clouds,1009,77,12.56,0,0,80,7.2
Valle d'Aosta,27/04/2021 02:45:13 AM,27/04/2021 00:45 AM,nord,100,overcast clouds,1003,81,5.7,0,0,158,0.45
Provincia di Genova,27/04/2021 02:45:14 AM,27/04/2021 00:45 AM,nord,100,light rain,1008,82,12.4,{'1h': 0.42},0,356,2.24
Province of Turin,27/04/2021 02:45:14 AM,27/04/2021 00:45 AM,nord,100,light rain,1007,93,8.74,{'1h': 0.65},0,314,0.87
Milan,27/04/2021 02:45:14 AM,27/04/2021 00:45 AM,nord,75,broken clouds,1011,87,11.09,0,0,80,2.57
Trento,27/04/2021 02:45:15 AM,27/04/2021 00:45 AM,nord,90,fog,1011,100,6.69,0,0,142,0.98
Venice,27/04/2021 02:45:15 AM,27/04/2021 00:45 AM,nord,75,broken clouds,1011,87,11.47,0,0,60,3.09
Bologna,27/04/2021 02:45:15 AM,27/04/2021 00:45 AM,nord,75,broken clouds,1010,94,11.76,0,0,60,3.09
Trieste,27/04/2021 02:45:15 AM,27/04/2021 00:45 AM,nord,75,broken clouds,1010,87,11.34,0,0,0,1.03
Provincia di Perugia,27/04/2021 02:45:16 AM,27/04/2021 00:45 AM,centro_nord,75,broken clouds,1008,71,12.63,0,0,340,4.12
Florence,27/04/2021 02:43:00 AM,27/04/2021 00:45 AM,centro_nord,75,broken clouds,1008,94,12.58,0,0,220,3.09
Provincia di Ancona,27/04/2021 02:45:16 AM,27/04/2021 00:45 AM,centro_nord,75,moderate rain,1009,88,12.5,{'1h': 2.37},0,0,1.03
L'Aquila,27/04/2021 02:45:16 AM,27/04/2021 00:45 AM,centro_sud,4,clear sky,1011,60,8.06,0,0,60,1.54
Rome,27/04/2021 02:42:00 AM,27/04/2021 00:45 AM,centro_sud,0,clear sky,1007,62,13.91,0,0,60,1.54
L'Aquila,27/04/2021 02:45:16 AM,27/04/2021 00:45 AM,centro_sud,4,clear sky,1011,60,8.06,0,0,60,1.54
Rome,27/04/2021 02:42:00 AM,27/04/2021 00:45 AM,centro_sud,0,clear sky,1007,62,13.91,0,0,60,1.54
Provincia di Campobasso,27/04/2021 02:45:17 AM,27/04/2021 00:45 AM,centro_sud,100,overcast clouds,1006,80,11.11,0,0,241,2.08
Naples,27/04/2021 02:45:17 AM,27/04/2021 00:45 AM,sud,0,clear sky,1007,58,15.32,0,0,290,1.54
Bari,27/04/2021 02:40:39 AM,27/04/2021 00:45 AM,sud,0,clear sky,1008,82,14.54,0,0,160,2.06
Potenza,27/04/2021 02:45:18 AM,27/04/2021 00:45 AM,sud,100,overcast clouds,1012,81,7.78,0,0,201,2.57
Province of Palermo,27/04/2021 02:45:18 AM,27/04/2021 00:45 AM,sicilia,100,overcast clouds,972,82,14.96,0,0,171,3.45
Sardinia,27/04/2021 02:45:18 AM,27/04/2021 00:45 AM,sardegna,100,overcast clouds,1005,93,15.56,0,0,282,2.68
Catanzaro,27/04/2021 02:45:18 AM,27/04/2021 00:45 AM,calabria,100,overcast clouds,1009,77,12.58,0,0,80,6.17
Valle d'Aosta,27/04/2021 03:15:00 AM,27/04/2021 01:15 AM,nord,100,overcast clouds,1003,82,5.57,0,0,111,1.22
Provincia di Genova,27/04/2021 03:15:00 AM,27/04/2021 01:15 AM,nord,100,moderate rain,1008,84,12.4,{'1h': 1.15},0,146,1.34
Province of Turin,27/04/2021 03:15:00 AM,27/04/2021 01:15 AM,nord,100,light rain,1007,94,8.43,{'1h': 0.37},0,315,0.45
Milan,27/04/2021 03:11:25 AM,27/04/2021 01:15 AM,nord,75,light rain,1011,82,11.16,{'1h': 0.22},0,80,2.06
Trento,27/04/2021 03:12:30 AM,27/04/2021 01:15 AM,nord,90,fog,1011,100,6.64,0,0,142,0.98
Venice,27/04/2021 03:15:01 AM,27/04/2021 01:15 AM,nord,40,scattered clouds,1011,87,11.47,0,0,30,2.06
Bologna,27/04/2021 03:15:01 AM,27/04/2021 01:15 AM,nord,75,light rain,1010,94,11.36,{'1h': 0.87},0,70,3.09
Trieste,27/04/2021 03:12:18 AM,27/04/2021 01:15 AM,nord,75,broken clouds,1010,87,11.35,0,0,0,1.03
Provincia di Perugia,27/04/2021 03:15:02 AM,27/04/2021 01:15 AM,centro_nord,75,light rain,1007,76,12.79,{'1h': 0.12},0,50,3.6
Florence,27/04/2021 03:15:02 AM,27/04/2021 01:15 AM,centro_nord,75,broken clouds,1008,94,12.48,0,0,0,1.03
Provincia di Ancona,27/04/2021 03:15:02 AM,27/04/2021 01:15 AM,centro_nord,75,moderate rain,1009,94,12.31,{'1h': 1.54},0,20,3.09
L'Aquila,27/04/2021 03:15:03 AM,27/04/2021 01:15 AM,centro_sud,4,clear sky,1010,60,8.02,0,0,40,1.03
Rome,27/04/2021 03:12:14 AM,27/04/2021 01:15 AM,centro_sud,0,clear sky,1007,58,13.91,0,0,0,1.03
L'Aquila,27/04/2021 03:15:03 AM,27/04/2021 01:15 AM,centro_sud,4,clear sky,1010,60,8.02,0,0,40,1.03
Rome,27/04/2021 03:12:14 AM,27/04/2021 01:15 AM,centro_sud,0,clear sky,1007,58,13.91,0,0,0,1.03
Provincia di Campobasso,27/04/2021 03:15:03 AM,27/04/2021 01:15 AM,centro_sud,100,overcast clouds,1007,88,11.12,0,0,241,2.08
Naples,27/04/2021 03:15:04 AM,27/04/2021 01:15 AM,sud,0,clear sky,1007,58,15.97,0,0,270,1.03
Bari,27/04/2021 03:15:04 AM,27/04/2021 01:15 AM,sud,0,clear sky,1008,82,14.14,0,0,0,1.03
Potenza,27/04/2021 03:15:04 AM,27/04/2021 01:15 AM,sud,100,overcast clouds,1011,81,7.78,0,0,104,0.45
Province of Palermo,27/04/2021 03:15:04 AM,27/04/2021 01:15 AM,sicilia,100,overcast clouds,972,84,14.58,0,0,171,3.45
Sardinia,27/04/2021 03:15:05 AM,27/04/2021 01:15 AM,sardegna,100,overcast clouds,1005,92,15.56,0,0,271,2.68
Catanzaro,27/04/2021 03:15:05 AM,27/04/2021 01:15 AM,calabria,100,overcast clouds,1009,82,11.82,0,0,70,4.63
Valle d'Aosta,27/04/2021 03:30:05 AM,27/04/2021 01:30 AM,nord,100,overcast clouds,1003,82,5.57,0,0,115,1.14
Provincia di Genova,27/04/2021 03:28:12 AM,27/04/2021 01:30 AM,nord,100,light rain,1006,91,11.88,{'1h': 0.99},0,3,2.9
Province of Turin,27/04/2021 03:27:13 AM,27/04/2021 01:30 AM,nord,100,light rain,1007,95,8.74,{'1h': 0.31},0,314,0.87
Milan,27/04/2021 03:30:05 AM,27/04/2021 01:30 AM,nord,75,light rain,1011,82,10.8,{'1h': 0.37},0,80,2.06
Trento,27/04/2021 03:27:12 AM,27/04/2021 01:30 AM,nord,90,fog,1010,100,6.47,0,0,142,0.98
Venice,27/04/2021 03:27:52 AM,27/04/2021 01:30 AM,nord,40,scattered clouds,1011,87,11.47,0,0,30,2.06
Bologna,27/04/2021 03:28:13 AM,27/04/2021 01:30 AM,nord,75,light rain,1010,94,11.35,{'1h': 0.39},0,70,3.09
Trieste,27/04/2021 03:30:06 AM,27/04/2021 01:30 AM,nord,90,overcast clouds,1010,87,11.34,0,0,57,2.99
Provincia di Perugia,27/04/2021 03:30:06 AM,27/04/2021 01:30 AM,centro_nord,75,light rain,1007,76,12.51,{'1h': 0.75},0,50,3.6
Florence,27/04/2021 03:30:07 AM,27/04/2021 01:30 AM,centro_nord,75,broken clouds,1008,94,12.47,0,0,0,1.03
Provincia di Ancona,27/04/2021 03:30:07 AM,27/04/2021 01:30 AM,centro_nord,75,moderate rain,1009,94,12.22,{'1h': 3.65},0,20,3.09
L'Aquila,27/04/2021 03:30:07 AM,27/04/2021 01:30 AM,centro_sud,15,few clouds,1010,60,7.74,0,0,40,1.03
Rome,27/04/2021 03:28:14 AM,27/04/2021 01:30 AM,centro_sud,0,clear sky,1007,58,13.91,0,0,0,1.03
L'Aquila,27/04/2021 03:30:07 AM,27/04/2021 01:30 AM,centro_sud,15,few clouds,1010,60,7.74,0,0,40,1.03
Rome,27/04/2021 03:28:14 AM,27/04/2021 01:30 AM,centro_sud,0,clear sky,1007,58,13.91,0,0,0,1.03
Provincia di Campobasso,27/04/2021 03:30:08 AM,27/04/2021 01:30 AM,centro_sud,100,overcast clouds,1006,82,10.83,0,0,213,1.51
Naples,27/04/2021 03:28:16 AM,27/04/2021 01:30 AM,sud,0,clear sky,1007,58,15.26,0,0,270,1.03
Bari,27/04/2021 03:30:08 AM,27/04/2021 01:30 AM,sud,0,clear sky,1008,82,14.04,0,0,0,1.03
Potenza,27/04/2021 03:30:09 AM,27/04/2021 01:30 AM,sud,83,broken clouds,1011,86,7.22,0,0,270,0.89
Province of Palermo,27/04/2021 03:30:09 AM,27/04/2021 01:30 AM,sicilia,100,overcast clouds,971,86,14.43,0,0,169,3.22
Sardinia,27/04/2021 03:30:09 AM,27/04/2021 01:30 AM,sardegna,100,overcast clouds,1005,92,15.56,0,0,267,2.68
Catanzaro,27/04/2021 03:30:10 AM,27/04/2021 01:30 AM,calabria,100,overcast clouds,1009,82,11.8,0,0,70,4.63
Valle d'Aosta,27/04/2021 03:45:09 AM,27/04/2021 01:45 AM,nord,100,overcast clouds,1003,83,5.54,0,0,115,1.14
Provincia di Genova,27/04/2021 03:45:10 AM,27/04/2021 01:45 AM,nord,100,moderate rain,1008,85,12.26,{'1h': 1.54},0,110,0.45
Province of Turin,27/04/2021 03:45:10 AM,27/04/2021 01:45 AM,nord,100,light rain,1007,95,8.74,{'1h': 0.18},0,345,0.58
Milan,27/04/2021 03:42:24 AM,27/04/2021 01:45 AM,nord,75,light rain,1011,82,10.8,{'1h': 0.26},0,70,2.06
Trento,27/04/2021 03:45:10 AM,27/04/2021 01:45 AM,nord,90,fog,1010,100,6.42,0,0,158,1.21
Venice,27/04/2021 03:45:11 AM,27/04/2021 01:45 AM,nord,40,scattered clouds,1010,87,11.47,0,0,30,2.06
Bologna,27/04/2021 03:45:11 AM,27/04/2021 01:45 AM,nord,75,light rain,1010,94,11.36,{'1h': 0.42},0,90,2.06
Trieste,27/04/2021 03:45:11 AM,27/04/2021 01:45 AM,nord,75,broken clouds,1010,87,11.34,0,0,0,1.03
Provincia di Perugia,27/04/2021 03:42:49 AM,27/04/2021 01:45 AM,centro_nord,75,broken clouds,1007,94,12.24,0,0,350,3.6
Florence,27/04/2021 03:43:26 AM,27/04/2021 01:45 AM,centro_nord,75,broken clouds,1007,94,12.48,0,0,200,1.54
Provincia di Ancona,27/04/2021 03:45:12 AM,27/04/2021 01:45 AM,centro_nord,90,moderate rain,1009,88,12.12,{'1h': 2.73},0,0,0.51
L'Aquila,27/04/2021 03:45:12 AM,27/04/2021 01:45 AM,centro_sud,15,few clouds,1010,60,7.75,0,0,40,1.03
Rome,27/04/2021 03:43:14 AM,27/04/2021 01:45 AM,centro_sud,0,clear sky,1007,48,15.11,0,0,210,2.06
L'Aquila,27/04/2021 03:45:12 AM,27/04/2021 01:45 AM,centro_sud,15,few clouds,1010,60,7.75,0,0,40,1.03
Rome,27/04/2021 03:43:14 AM,27/04/2021 01:45 AM,centro_sud,0,clear sky,1007,48,15.11,0,0,210,2.06
Provincia di Campobasso,27/04/2021 03:45:13 AM,27/04/2021 01:45 AM,centro_sud,100,overcast clouds,1006,83,10.27,0,0,213,1.51
Naples,27/04/2021 03:44:10 AM,27/04/2021 01:45 AM,sud,0,clear sky,1007,55,15.72,0,0,250,1.54
Bari,27/04/2021 03:45:13 AM,27/04/2021 01:45 AM,sud,0,clear sky,1008,87,13.88,0,0,150,1.54
Potenza,27/04/2021 03:45:13 AM,27/04/2021 01:45 AM,sud,83,broken clouds,1011,86,7.22,0,0,270,0.89
Province of Palermo,27/04/2021 03:45:14 AM,27/04/2021 01:45 AM,sicilia,100,overcast clouds,971,87,14.45,0,0,169,3.22
Sardinia,27/04/2021 03:45:14 AM,27/04/2021 01:45 AM,sardegna,100,overcast clouds,1005,91,15.56,0,0,271,3.13
Catanzaro,27/04/2021 03:45:14 AM,27/04/2021 01:45 AM,calabria,100,overcast clouds,1009,82,11.82,0,0,60,5.66
Valle d'Aosta,27/04/2021 04:15:00 AM,27/04/2021 02:15 AM,nord,100,overcast clouds,1003,83,5.45,0,0,115,1.14
Provincia di Genova,27/04/2021 04:15:00 AM,27/04/2021 02:15 AM,nord,100,moderate rain,1008,87,11.89,{'1h': 1.78},0,26,1.34
Province of Turin,27/04/2021 04:15:00 AM,27/04/2021 02:15 AM,nord,100,light rain,1006,95,8.39,{'1h': 0.12},0,345,0.58
Milan,27/04/2021 04:12:23 AM,27/04/2021 02:15 AM,nord,75,light rain,1010,87,10.34,{'1h': 0.48},0,80,1.54
