name,date,cross_join,region,clouds,text_description,pressure,humidity,temp,rain_1h,snow_1h,wind_deg,wind_speed
L'Aquila,28/04/2021 00:00:00 AM,,centro_sud,100,light rain,1007,93,284.15,0.28,0.0,225,1.56
Provincia di Genova,28/04/2021 00:00:00 AM,,nord,100,overcast clouds,1008,94,280.69,0.13,0.0,359,2.2
Naples,28/04/2021 00:00:00 AM,,sud,66,broken clouds,1008,91,288.84,0.0,0.0,163,3.64
Province of Turin,28/04/2021 00:00:00 AM,,nord,100,overcast clouds,1010,97,279.84,0.11,0.0,145,0.45
Catanzaro,28/04/2021 00:00:00 AM,,calabria,50,scattered clouds,1008,62,288.06,0.0,0.0,305,2.47
Provincia di Perugia,28/04/2021 00:00:00 AM,,centro_nord,100,moderate rain,1008,95,285.02,1.01,0.0,36,1.48
Sardinia,28/04/2021 00:00:00 AM,,sardegna,1,clear sky,1009,93,282.97,0.0,0.0,120,1.06
Venice,28/04/2021 01:00:00 AM,,nord,100,overcast clouds,1010,79,284.75,0.0,0.0,54,3.6
Naples,28/04/2021 01:00:00 AM,,sud,66,broken clouds,1008,91,288.67,0.0,0.0,155,3.04
Provincia di Perugia,28/04/2021 01:00:00 AM,,centro_nord,100,moderate rain,1008,96,285.03,1.15,0.0,14,0.48
Bologna,28/04/2021 01:00:00 AM,,nord,100,overcast clouds,1009,96,283.78,0.11,0.0,52,1.42
Province of Palermo,28/04/2021 01:00:00 AM,,sicilia,72,broken clouds,1009,74,285.04,0.0,0.0,188,0.95
Milan,28/04/2021 01:00:00 AM,,nord,99,overcast clouds,1010,81,283.44,0.0,0.0,74,1.12
Bari,28/04/2021 01:00:00 AM,,sud,84,broken clouds,1007,86,288.65,0.0,0.0,203,3.66
Provincia di Genova,28/04/2021 01:00:00 AM,,nord,100,overcast clouds,1009,94,280.67,0.13,0.0,359,2.32
Provincia di Ancona,28/04/2021 01:00:00 AM,,centro_nord,100,light rain,1009,96,283.8,0.75,0.0,304,2.17
Potenza,28/04/2021 01:00:00 AM,,sud,31,scattered clouds,1009,81,281.61,0.0,0.0,210,2.43
Valle d'Aosta,28/04/2021 01:00:00 AM,,nord,99,overcast clouds,1009,92,275.06,0.0,0.0,79,0.88
Catanzaro,28/04/2021 01:00:00 AM,,calabria,60,broken clouds,1008,59,288.28,0.0,0.0,312,2.53
Sardinia,28/04/2021 01:00:00 AM,,sardegna,1,clear sky,1009,93,282.73,0.0,0.0,115,1.16
Province of Turin,28/04/2021 01:00:00 AM,,nord,100,overcast clouds,1010,98,279.75,0.11,0.0,142,0.64
Trieste,28/04/2021 01:00:00 AM,,nord,100,overcast clouds,1010,89,282.43,0.15,0.0,69,3.04
Florence,28/04/2021 01:00:00 AM,,centro_nord,100,light rain,1008,93,284.98,0.53,0.0,41,1.41
Rome,28/04/2021 01:00:00 AM,,centro_sud,97,light rain,1008,97,286.57,0.84,0.0,158,1.05
Provincia di Campobasso,28/04/2021 01:00:00 AM,,centro_sud,82,broken clouds,1008,97,284.07,0.0,0.0,225,1.92
L'Aquila,28/04/2021 01:00:00 AM,,centro_sud,100,light rain,1008,94,283.67,0.24,0.0,232,1.62
Trento,28/04/2021 01:00:00 AM,,nord,100,overcast clouds,1010,96,283.45,0.0,0.0,194,0.14
Venice,28/04/2021 02:00:00 AM,,nord,100,overcast clouds,1009,79,284.54,0.0,0.0,51,3.27
Provincia di Perugia,28/04/2021 02:00:00 AM,,centro_nord,100,light rain,1008,96,284.98,0.71,0.0,348,0.17
Provincia di Campobasso,28/04/2021 02:00:00 AM,,centro_sud,81,broken clouds,1008,97,284.54,0.0,0.0,229,1.87
Milan,28/04/2021 02:00:00 AM,,nord,99,overcast clouds,1010,81,283.34,0.0,0.0,70,1.03
Naples,28/04/2021 02:00:00 AM,,sud,58,broken clouds,1008,92,288.44,0.0,0.0,149,2.89
Valle d'Aosta,28/04/2021 02:00:00 AM,,nord,99,overcast clouds,1009,93,274.97,0.0,0.0,63,0.74
Sardinia,28/04/2021 02:00:00 AM,,sardegna,3,clear sky,1009,93,282.86,0.0,0.0,119,1.3
Bari,28/04/2021 02:00:00 AM,,sud,81,broken clouds,1007,86,288.41,0.0,0.0,232,2.09
Catanzaro,28/04/2021 02:00:00 AM,,calabria,66,broken clouds,1008,59,288.49,0.0,0.0,252,1.02
Trento,28/04/2021 02:00:00 AM,,nord,100,overcast clouds,1010,97,283.39,0.0,0.0,355,0.19
Potenza,28/04/2021 02:00:00 AM,,sud,36,scattered clouds,1009,80,281.38,0.0,0.0,232,2.32
L'Aquila,28/04/2021 02:00:00 AM,,centro_sud,100,light rain,1008,95,283.84,0.27,0.0,225,1.56
Bologna,28/04/2021 02:00:00 AM,,nord,100,overcast clouds,1009,96,283.64,0.11,0.0,52,1.31
Trieste,28/04/2021 02:00:00 AM,,nord,100,overcast clouds,1010,89,282.38,0.15,0.0,69,2.89
Florence,28/04/2021 02:00:00 AM,,centro_nord,100,light rain,1008,95,284.93,0.88,0.0,31,1.5
Rome,28/04/2021 02:00:00 AM,,centro_sud,97,light rain,1008,98,286.41,0.36,0.0,133,1.23
Province of Palermo,28/04/2021 02:00:00 AM,,sicilia,76,broken clouds,1009,71,285.82,0.0,0.0,191,1.97
Provincia di Genova,28/04/2021 02:00:00 AM,,nord,100,overcast clouds,1008,95,280.53,0.13,0.0,356,2.41
Provincia di Ancona,28/04/2021 02:00:00 AM,,centro_nord,100,light rain,1008,97,283.74,0.88,0.0,301,2.0
Province of Turin,28/04/2021 02:00:00 AM,,nord,100,overcast clouds,1010,98,279.67,0.11,0.0,143,0.58
Bari,28/04/2021 03:00:00 AM,,sud,41,scattered clouds,1008,88,287.86,0.0,0.0,281,1.8
Province of Palermo,28/04/2021 03:00:00 AM,,sicilia,100,overcast clouds,1009,70,286.14,0.0,0.0,203,1.71
L'Aquila,28/04/2021 03:00:00 AM,,centro_sud,100,light rain,1008,94,284.14,0.14,0.0,210,1.51
Naples,28/04/2021 03:00:00 AM,,sud,21,few clouds,1009,91,288.39,0.0,0.0,140,2.82
Provincia di Perugia,28/04/2021 03:00:00 AM,,centro_nord,100,light rain,1008,96,285.07,0.55,0.0,11,0.9
Trieste,28/04/2021 03:00:00 AM,,nord,100,overcast clouds,1009,88,282.34,0.15,0.0,71,2.78
Valle d'Aosta,28/04/2021 03:00:00 AM,,nord,100,overcast clouds,1009,92,274.99,0.0,0.0,45,0.74
Provincia di Campobasso,28/04/2021 03:00:00 AM,,centro_sud,98,overcast clouds,1008,95,284.95,0.0,0.0,220,1.87
Bologna,28/04/2021 03:00:00 AM,,nord,100,overcast clouds,1009,96,283.42,0.11,0.0,46,1.05
Potenza,28/04/2021 03:00:00 AM,,sud,54,broken clouds,1009,81,281.08,0.0,0.0,233,2.07
Provincia di Ancona,28/04/2021 03:00:00 AM,,centro_nord,100,moderate rain,1008,97,283.67,1.4,0.0,313,1.64
Provincia di Genova,28/04/2021 03:00:00 AM,,nord,100,overcast clouds,1008,95,280.41,0.13,0.0,355,2.41
Milan,28/04/2021 03:00:00 AM,,nord,100,overcast clouds,1009,81,283.27,0.0,0.0,72,0.93
Rome,28/04/2021 03:00:00 AM,,centro_sud,79,light rain,1008,98,286.06,0.41,0.0,110,1.37
Florence,28/04/2021 03:00:00 AM,,centro_nord,100,moderate rain,1007,96,284.76,1.36,0.0,40,1.69
Province of Turin,28/04/2021 03:00:00 AM,,nord,100,overcast clouds,1009,98,279.69,0.11,0.0,135,0.5
Catanzaro,28/04/2021 03:00:00 AM,,calabria,100,overcast clouds,1008,63,287.88,0.0,0.0,356,0.11
Trento,28/04/2021 03:00:00 AM,,nord,100,overcast clouds,1010,97,283.3,0.0,0.0,7,0.35
Venice,28/04/2021 03:00:00 AM,,nord,100,overcast clouds,1009,78,284.32,0.0,0.0,44,3.2
Sardinia,28/04/2021 03:00:00 AM,,sardegna,33,scattered clouds,1008,91,283.38,0.0,0.0,110,1.33
Trieste,28/04/2021 04:00:00 AM,,nord,100,overcast clouds,1009,88,282.39,0.15,0.0,73,2.69
Provincia di Ancona,28/04/2021 04:00:00 AM,,centro_nord,100,moderate rain,1008,97,283.7,1.57,0.0,289,2.09
Province of Palermo,28/04/2021 04:00:00 AM,,sicilia,100,overcast clouds,1008,71,286.2,0.0,0.0,215,1.16
Venice,28/04/2021 04:00:00 AM,,nord,100,overcast clouds,1009,77,284.15,0.0,0.0,38,3.34
Valle d'Aosta,28/04/2021 04:00:00 AM,,nord,100,overcast clouds,1008,91,274.93,0.0,0.0,41,0.74
L'Aquila,28/04/2021 04:00:00 AM,,centro_sud,97,overcast clouds,1008,94,283.57,0.14,0.0,217,1.7
Florence,28/04/2021 04:00:00 AM,,centro_nord,100,moderate rain,1007,96,284.66,1.41,0.0,38,1.41
Potenza,28/04/2021 04:00:00 AM,,sud,43,scattered clouds,1009,81,280.83,0.0,0.0,234,1.8
Sardinia,28/04/2021 04:00:00 AM,,sardegna,41,scattered clouds,1008,91,283.81,0.0,0.0,113,1.25
Bari,28/04/2021 04:00:00 AM,,sud,57,broken clouds,1008,88,287.69,0.0,0.0,292,0.92
Rome,28/04/2021 04:00:00 AM,,centro_sud,62,light rain,1008,97,285.86,0.47,0.0,107,1.34
Provincia di Campobasso,28/04/2021 04:00:00 AM,,centro_sud,91,overcast clouds,1008,96,284.75,0.0,0.0,215,1.88
Catanzaro,28/04/2021 04:00:00 AM,,calabria,100,overcast clouds,1008,63,287.91,0.0,0.0,308,1.56
Bologna,28/04/2021 04:00:00 AM,,nord,100,overcast clouds,1009,95,283.38,0.11,0.0,18,0.86
Milan,28/04/2021 04:00:00 AM,,nord,100,overcast clouds,1009,81,283.26,0.0,0.0,73,0.9
Naples,28/04/2021 04:00:00 AM,,sud,18,few clouds,1008,90,288.18,0.0,0.0,132,2.59
Trento,28/04/2021 04:00:00 AM,,nord,100,overcast clouds,1009,97,283.21,0.0,0.0,352,0.25
Province of Turin,28/04/2021 04:00:00 AM,,nord,100,overcast clouds,1009,98,279.61,0.11,0.0,138,0.5
Provincia di Genova,28/04/2021 04:00:00 AM,,nord,100,overcast clouds,1008,95,280.39,0.13,0.0,358,2.38
Provincia di Perugia,28/04/2021 04:00:00 AM,,centro_nord,100,light rain,1008,96,284.96,0.33,0.0,54,0.71
Bologna,28/04/2021 05:00:00 AM,,nord,100,overcast clouds,1008,95,283.28,0.11,0.0,358,0.86
Milan,28/04/2021 05:00:00 AM,,nord,100,overcast clouds,1009,80,283.23,0.0,0.0,69,0.76
Province of Palermo,28/04/2021 05:00:00 AM,,sicilia,100,overcast clouds,1008,72,286.18,0.0,0.0,313,1.52
Trieste,28/04/2021 05:00:00 AM,,nord,100,overcast clouds,1009,88,282.4,0.15,0.0,71,2.71
Provincia di Campobasso,28/04/2021 05:00:00 AM,,centro_sud,89,overcast clouds,1008,96,284.71,0.0,0.0,214,2.06
Provincia di Ancona,28/04/2021 05:00:00 AM,,centro_nord,100,moderate rain,1008,97,283.83,1.37,0.0,328,1.23
Venice,28/04/2021 05:00:00 AM,,nord,100,overcast clouds,1009,76,284.04,0.0,0.0,35,2.81
Florence,28/04/2021 05:00:00 AM,,centro_nord,100,moderate rain,1007,97,284.59,1.52,0.0,35,1.65
Trento,28/04/2021 05:00:00 AM,,nord,100,overcast clouds,1009,97,283.12,0.0,0.0,296,0.12
Naples,28/04/2021 05:00:00 AM,,sud,13,few clouds,1008,88,288.05,0.0,0.0,131,2.52
Provincia di Genova,28/04/2021 05:00:00 AM,,nord,100,overcast clouds,1008,95,280.33,0.13,0.0,358,2.45
Province of Turin,28/04/2021 05:00:00 AM,,nord,100,overcast clouds,1009,98,279.61,0.11,0.0,140,0.56
Valle d'Aosta,28/04/2021 05:00:00 AM,,nord,100,overcast clouds,1008,90,274.88,0.0,0.0,61,0.67
Catanzaro,28/04/2021 05:00:00 AM,,calabria,100,overcast clouds,1008,58,288.49,0.0,0.0,310,2.82
Bari,28/04/2021 05:00:00 AM,,sud,57,broken clouds,1008,89,287.42,0.0,0.0,354,0.95
Provincia di Perugia,28/04/2021 05:00:00 AM,,centro_nord,100,light rain,1007,96,285.06,0.23,0.0,116,0.54
Potenza,28/04/2021 05:00:00 AM,,sud,54,broken clouds,1009,80,280.94,0.0,0.0,219,1.83
L'Aquila,28/04/2021 05:00:00 AM,,centro_sud,93,overcast clouds,1008,93,283.51,0.14,0.0,214,1.66
Rome,28/04/2021 05:00:00 AM,,centro_sud,61,light rain,1007,97,285.67,0.43,0.0,107,1.38
Sardinia,28/04/2021 05:00:00 AM,,sardegna,42,scattered clouds,1008,90,283.91,0.0,0.0,151,0.88
Rome,28/04/2021 06:00:00 AM,,centro_sud,65,light rain,1007,97,285.55,0.44,0.0,118,1.33
Bari,28/04/2021 06:00:00 AM,,sud,47,scattered clouds,1009,90,287.23,0.0,0.0,71,0.83
Potenza,28/04/2021 06:00:00 AM,,sud,52,broken clouds,1009,78,281.15,0.0,0.0,204,1.83
Venice,28/04/2021 06:00:00 AM,,nord,100,overcast clouds,1009,75,283.94,0.0,0.0,30,2.85
Provincia di Campobasso,28/04/2021 06:00:00 AM,,centro_sud,75,broken clouds,1008,96,283.89,0.0,0.0,226,2.16
Province of Palermo,28/04/2021 06:00:00 AM,,sicilia,100,overcast clouds,1008,73,285.65,0.0,0.0,338,2.2
Provincia di Ancona,28/04/2021 06:00:00 AM,,centro_nord,100,light rain,1008,96,283.68,0.47,0.0,290,1.47
Bologna,28/04/2021 06:00:00 AM,,nord,100,overcast clouds,1009,95,283.23,0.11,0.0,333,0.95
Trento,28/04/2021 06:00:00 AM,,nord,100,overcast clouds,1009,97,283.09,0.0,0.0,335,0.1
Catanzaro,28/04/2021 06:00:00 AM,,calabria,100,overcast clouds,1007,54,289.24,0.0,0.0,314,3.23
Province of Turin,28/04/2021 06:00:00 AM,,nord,100,overcast clouds,1009,98,279.62,0.11,0.0,134,0.54
Sardinia,28/04/2021 06:00:00 AM,,sardegna,36,scattered clouds,1009,90,283.77,0.0,0.0,184,1.36
Valle d'Aosta,28/04/2021 06:00:00 AM,,nord,100,overcast clouds,1008,91,274.83,0.0,0.0,72,0.98
Florence,28/04/2021 06:00:00 AM,,centro_nord,100,moderate rain,1007,97,284.66,1.35,0.0,37,1.36
Naples,28/04/2021 06:00:00 AM,,sud,10,clear sky,1008,87,287.95,0.0,0.0,140,2.39
Provincia di Perugia,28/04/2021 06:00:00 AM,,centro_nord,100,light rain,1007,96,285.2,0.16,0.0,138,0.73
Provincia di Genova,28/04/2021 06:00:00 AM,,nord,100,overcast clouds,1008,95,280.32,0.13,0.0,358,2.25
L'Aquila,28/04/2021 06:00:00 AM,,centro_sud,92,overcast clouds,1007,93,283.64,0.14,0.0,206,1.62
Trieste,28/04/2021 06:00:00 AM,,nord,100,overcast clouds,1009,88,282.46,0.15,0.0,72,2.65
Milan,28/04/2021 06:00:00 AM,,nord,100,overcast clouds,1009,81,283.26,0.0,0.0,81,0.66
Province of Turin,28/04/2021 07:00:00 AM,,nord,100,overcast clouds,1009,98,279.7,0.11,0.0,126,0.61
Provincia di Genova,28/04/2021 07:00:00 AM,,nord,100,overcast clouds,1008,94,280.55,0.13,0.0,359,2.15
L'Aquila,28/04/2021 07:00:00 AM,,centro_sud,91,overcast clouds,1008,93,283.99,0.14,0.0,202,1.68
Trento,28/04/2021 07:00:00 AM,,nord,100,overcast clouds,1010,96,283.42,0.0,0.0,18,0.07
Bari,28/04/2021 07:00:00 AM,,sud,43,scattered clouds,1009,87,287.85,0.0,0.0,97,0.97
Florence,28/04/2021 07:00:00 AM,,centro_nord,100,moderate rain,1008,97,284.69,1.06,0.0,41,1.37
Trieste,28/04/2021 07:00:00 AM,,nord,100,overcast clouds,1009,87,282.68,0.15,0.0,71,2.57
Venice,28/04/2021 07:00:00 AM,,nord,100,overcast clouds,1009,76,284.01,0.0,0.0,28,2.89
Provincia di Ancona,28/04/2021 07:00:00 AM,,centro_nord,100,light rain,1008,96,284.06,0.38,0.0,304,1.53
Rome,28/04/2021 07:00:00 AM,,centro_sud,71,light rain,1008,96,286.15,0.55,0.0,120,1.3
Catanzaro,28/04/2021 07:00:00 AM,,calabria,100,overcast clouds,1008,59,290.03,0.0,0.0,279,0.79
Provincia di Campobasso,28/04/2021 07:00:00 AM,,centro_sud,66,broken clouds,1008,96,284.66,0.0,0.0,232,2.14
Sardinia,28/04/2021 07:00:00 AM,,sardegna,38,scattered clouds,1009,92,283.9,0.0,0.0,118,1.26
Naples,28/04/2021 07:00:00 AM,,sud,8,clear sky,1009,86,288.17,0.0,0.0,146,2.67
Potenza,28/04/2021 07:00:00 AM,,sud,53,broken clouds,1009,77,282.86,0.0,0.0,206,1.76
Provincia di Perugia,28/04/2021 07:00:00 AM,,centro_nord,100,light rain,1008,96,285.43,0.25,0.0,168,0.87
Valle d'Aosta,28/04/2021 07:00:00 AM,,nord,100,overcast clouds,1008,90,274.92,0.0,0.0,72,1.14
Bologna,28/04/2021 07:00:00 AM,,nord,100,overcast clouds,1009,95,283.26,0.11,0.0,327,1.0
Province of Palermo,28/04/2021 07:00:00 AM,,sicilia,100,overcast clouds,1009,74,285.72,0.0,0.0,352,1.74
Milan,28/04/2021 07:00:00 AM,,nord,100,overcast clouds,1009,80,283.29,0.0,0.0,91,0.72
Province of Turin,28/04/2021 08:00:00 AM,,nord,100,overcast clouds,1010,98,279.92,0.11,0.0,130,0.92
Provincia di Perugia,28/04/2021 08:00:00 AM,,centro_nord,100,light rain,1008,95,285.83,0.33,0.0,191,0.65
Provincia di Ancona,28/04/2021 08:00:00 AM,,centro_nord,100,light rain,1009,94,284.4,0.15,0.0,307,1.46
Province of Palermo,28/04/2021 08:00:00 AM,,sicilia,100,overcast clouds,1009,68,287.87,0.0,0.0,14,1.58
Provincia di Genova,28/04/2021 08:00:00 AM,,nord,100,overcast clouds,1009,92,281.07,0.13,0.0,357,2.02
Provincia di Campobasso,28/04/2021 08:00:00 AM,,centro_sud,66,broken clouds,1008,92,286.44,0.0,0.0,229,2.05
Venice,28/04/2021 08:00:00 AM,,nord,100,overcast clouds,1009,76,284.24,0.0,0.0,29,2.7
Bari,28/04/2021 08:00:00 AM,,sud,39,scattered clouds,1009,81,288.92,0.0,0.0,98,1.39
Naples,28/04/2021 08:00:00 AM,,sud,7,clear sky,1009,81,288.94,0.0,0.0,134,2.17
Valle d'Aosta,28/04/2021 08:00:00 AM,,nord,100,overcast clouds,1008,89,275.43,0.0,0.0,104,1.39
Catanzaro,28/04/2021 08:00:00 AM,,calabria,100,overcast clouds,1008,65,291.0,0.0,0.0,115,0.91
Trieste,28/04/2021 08:00:00 AM,,nord,100,overcast clouds,1010,86,283.12,0.15,0.0,70,2.43
Florence,28/04/2021 08:00:00 AM,,centro_nord,100,light rain,1008,96,284.81,0.59,0.0,43,1.41
Potenza,28/04/2021 08:00:00 AM,,sud,50,scattered clouds,1009,69,285.84,0.0,0.0,218,1.38
Rome,28/04/2021 08:00:00 AM,,centro_sud,73,light rain,1008,92,287.44,0.56,0.0,118,1.47
Sardinia,28/04/2021 08:00:00 AM,,sardegna,35,scattered clouds,1009,84,285.9,0.0,0.0,130,0.67
Bologna,28/04/2021 08:00:00 AM,,nord,100,overcast clouds,1009,95,283.47,0.11,0.0,331,0.99
Trento,28/04/2021 08:00:00 AM,,nord,100,overcast clouds,1010,92,284.28,0.0,0.0,49,0.15
L'Aquila,28/04/2021 08:00:00 AM,,centro_sud,93,overcast clouds,1008,88,284.96,0.14,0.0,200,1.65
Milan,28/04/2021 08:00:00 AM,,nord,100,overcast clouds,1010,78,283.77,0.0,0.0,94,0.66
Florence,28/04/2021 09:00:00 AM,,centro_nord,100,light rain,1008,96,284.89,0.29,0.0,41,1.03
L'Aquila,28/04/2021 09:00:00 AM,,centro_sud,100,light rain,1008,84,285.86,0.14,0.0,198,1.77
Provincia di Perugia,28/04/2021 09:00:00 AM,,centro_nord,100,light rain,1008,96,285.88,0.65,0.0,186,0.32
Provincia di Genova,28/04/2021 09:00:00 AM,,nord,100,overcast clouds,1009,88,281.74,0.13,0.0,359,1.9
Venice,28/04/2021 09:00:00 AM,,nord,100,overcast clouds,1009,74,284.67,0.0,0.0,35,2.82
Naples,28/04/2021 09:00:00 AM,,sud,7,clear sky,1009,75,289.87,0.0,0.0,133,1.62
Province of Turin,28/04/2021 09:00:00 AM,,nord,100,overcast clouds,1010,98,280.09,0.11,0.0,134,1.11
Trieste,28/04/2021 09:00:00 AM,,nord,100,overcast clouds,1010,84,283.71,0.15,0.0,72,2.26
Bologna,28/04/2021 09:00:00 AM,,nord,100,overcast clouds,1010,94,283.67,0.11,0.0,321,0.82
Valle d'Aosta,28/04/2021 09:00:00 AM,,nord,100,overcast clouds,1008,85,276.06,0.0,0.0,114,1.62
Provincia di Ancona,28/04/2021 09:00:00 AM,,centro_nord,100,light rain,1009,94,284.63,0.12,0.0,296,1.62
Catanzaro,28/04/2021 09:00:00 AM,,calabria,100,overcast clouds,1009,62,291.7,0.0,0.0,91,0.87
Potenza,28/04/2021 09:00:00 AM,,sud,3,clear sky,1008,62,288.02,0.0,0.0,224,1.4
Rome,28/04/2021 09:00:00 AM,,centro_sud,99,light rain,1008,88,288.85,0.38,0.0,131,1.67
Trento,28/04/2021 09:00:00 AM,,nord,97,overcast clouds,1009,85,285.64,0.0,0.0,61,0.16
Sardinia,28/04/2021 09:00:00 AM,,sardegna,14,few clouds,1009,75,287.86,0.0,0.0,226,1.32
Bari,28/04/2021 09:00:00 AM,,sud,26,scattered clouds,1009,76,290.04,0.0,0.0,76,1.49
Milan,28/04/2021 09:00:00 AM,,nord,100,overcast clouds,1010,74,284.5,0.0,0.0,104,0.67
Province of Palermo,28/04/2021 09:00:00 AM,,sicilia,100,overcast clouds,1009,61,289.64,0.0,0.0,32,1.69
Provincia di Campobasso,28/04/2021 09:00:00 AM,,centro_sud,66,broken clouds,1008,85,288.05,0.0,0.0,227,2.11
Provincia di Campobasso,28/04/2021 10:00:00 AM,,centro_sud,56,broken clouds,1008,75,290.02,0.0,0.0,229,2.39
L'Aquila,28/04/2021 10:00:00 AM,,centro_sud,100,light rain,1008,80,286.66,0.43,0.0,207,1.98
Venice,28/04/2021 10:00:00 AM,,nord,100,overcast clouds,1010,71,285.1,0.0,0.0,41,2.63
Provincia di Ancona,28/04/2021 10:00:00 AM,,centro_nord,100,light rain,1009,94,284.71,0.25,0.0,310,1.63
Sardinia,28/04/2021 10:00:00 AM,,sardegna,15,few clouds,1009,70,289.16,0.0,0.0,244,1.87
Milan,28/04/2021 10:00:00 AM,,nord,100,overcast clouds,1010,71,285.11,0.0,0.0,122,0.9
Trento,28/04/2021 10:00:00 AM,,nord,98,overcast clouds,1009,76,287.51,0.0,0.0,196,0.22
Province of Turin,28/04/2021 10:00:00 AM,,nord,100,light rain,1010,97,280.26,0.17,0.0,132,1.07
Valle d'Aosta,28/04/2021 10:00:00 AM,,nord,100,overcast clouds,1008,81,276.9,0.0,0.0,114,1.79
Provincia di Genova,28/04/2021 10:00:00 AM,,nord,96,overcast clouds,1009,81,283.29,0.13,0.0,358,1.63
Provincia di Perugia,28/04/2021 10:00:00 AM,,centro_nord,100,light rain,1009,97,285.93,0.79,0.0,207,0.72
Potenza,28/04/2021 10:00:00 AM,,sud,5,clear sky,1008,58,289.79,0.0,0.0,229,1.5
Florence,28/04/2021 10:00:00 AM,,centro_nord,100,light rain,1009,95,285.09,0.23,0.0,56,0.99
Rome,28/04/2021 10:00:00 AM,,centro_sud,100,light rain,1008,84,290.27,0.42,0.0,158,2.08
Trieste,28/04/2021 10:00:00 AM,,nord,100,overcast clouds,1010,81,284.33,0.15,0.0,72,2.06
Catanzaro,28/04/2021 10:00:00 AM,,calabria,100,overcast clouds,1009,59,293.02,0.0,0.0,205,0.61
Naples,28/04/2021 10:00:00 AM,,sud,8,clear sky,1009,71,290.74,0.0,0.0,170,2.17
Province of Palermo,28/04/2021 10:00:00 AM,,sicilia,94,overcast clouds,1010,55,291.33,0.0,0.0,11,1.98
Bari,28/04/2021 10:00:00 AM,,sud,16,few clouds,1009,71,291.16,0.0,0.0,69,2.29
Bologna,28/04/2021 10:00:00 AM,,nord,100,overcast clouds,1010,94,283.87,0.11,0.0,338,0.87
Bologna,28/04/2021 11:00:00 AM,,nord,100,overcast clouds,1010,93,284.14,0.11,0.0,8,0.87
Provincia di Genova,28/04/2021 11:00:00 AM,,nord,93,overcast clouds,1008,72,285.32,0.13,0.0,309,0.96
Trieste,28/04/2021 11:00:00 AM,,nord,100,overcast clouds,1010,78,285.07,0.15,0.0,72,1.94
L'Aquila,28/04/2021 11:00:00 AM,,centro_sud,100,light rain,1008,74,287.97,0.51,0.0,216,2.17
Florence,28/04/2021 11:00:00 AM,,centro_nord,100,overcast clouds,1009,94,285.34,0.23,0.0,60,1.4
Venice,28/04/2021 11:00:00 AM,,nord,100,overcast clouds,1010,67,285.77,0.0,0.0,44,2.11
Catanzaro,28/04/2021 11:00:00 AM,,calabria,98,overcast clouds,1009,53,294.73,0.0,0.0,233,1.27
Province of Turin,28/04/2021 11:00:00 AM,,nord,100,light rain,1010,96,280.58,0.11,0.0,130,1.1
Trento,28/04/2021 11:00:00 AM,,nord,98,light rain,1008,67,289.22,0.11,0.0,215,0.9
Provincia di Ancona,28/04/2021 11:00:00 AM,,centro_nord,100,light rain,1009,95,284.73,0.39,0.0,331,1.55
Valle d'Aosta,28/04/2021 11:00:00 AM,,nord,99,overcast clouds,1007,76,277.77,0.0,0.0,111,2.01
Provincia di Perugia,28/04/2021 11:00:00 AM,,centro_nord,100,light rain,1009,96,286.19,0.48,0.0,191,0.56
Provincia di Campobasso,28/04/2021 11:00:00 AM,,centro_sud,60,broken clouds,1008,67,291.67,0.0,0.0,221,2.43
Bari,28/04/2021 11:00:00 AM,,sud,44,scattered clouds,1009,67,292.04,0.0,0.0,67,2.61
Sardinia,28/04/2021 11:00:00 AM,,sardegna,17,few clouds,1009,65,290.6,0.0,0.0,252,1.91
Province of Palermo,28/04/2021 11:00:00 AM,,sicilia,71,broken clouds,1009,51,292.9,0.0,0.0,2,1.95
Naples,28/04/2021 11:00:00 AM,,sud,6,clear sky,1009,69,291.11,0.0,0.0,177,3.15
Milan,28/04/2021 11:00:00 AM,,nord,100,overcast clouds,1010,70,285.49,0.0,0.0,140,1.09
Rome,28/04/2021 11:00:00 AM,,centro_sud,91,light rain,1008,79,291.44,0.6,0.0,171,3.22
Potenza,28/04/2021 11:00:00 AM,,sud,35,scattered clouds,1008,55,291.03,0.0,0.0,231,1.54
Provincia di Ancona,28/04/2021 12:00:00 PM,,centro_nord,100,moderate rain,1009,95,284.7,1.19,0.0,317,1.25
Rome,28/04/2021 12:00:00 PM,,centro_sud,83,light rain,1008,75,292.08,0.7,0.0,184,3.64
Province of Palermo,28/04/2021 12:00:00 PM,,sicilia,64,broken clouds,1009,50,294.19,0.0,0.0,345,2.39
Provincia di Perugia,28/04/2021 12:00:00 PM,,centro_nord,100,light rain,1009,93,286.98,0.17,0.0,162,0.41
Potenza,28/04/2021 12:00:00 PM,,sud,44,scattered clouds,1008,54,291.95,0.0,0.0,243,2.35
Florence,28/04/2021 12:00:00 PM,,centro_nord,100,overcast clouds,1009,90,285.86,0.23,0.0,55,1.29
Bologna,28/04/2021 12:00:00 PM,,nord,100,overcast clouds,1010,89,284.71,0.11,0.0,44,0.92
Bari,28/04/2021 12:00:00 PM,,sud,58,broken clouds,1009,65,292.7,0.0,0.0,75,3.22
Provincia di Campobasso,28/04/2021 12:00:00 PM,,centro_sud,59,broken clouds,1007,61,292.91,0.0,0.0,221,2.68
Catanzaro,28/04/2021 12:00:00 PM,,calabria,79,broken clouds,1008,50,295.67,0.0,0.0,243,1.26
