name,date,region,clouds,text_description,pressure,humidity,temp,rain_1h,snow_1h,wind_deg,wind_speed,globalhorizontalirradiance,directnormalirradiance,diffusehorizontalirradiance,globalhorizontalirradiance_2,directnormalirradiance_2,diffusehorizontalirradiance_2
Venice,09/05/2021 22:00:00 PM,nord,16,few clouds,1019,70,288.63,2.62,0,166,2.93,0.0,0.0,0.0,0.0,0.0,0.0
Valle d'Aosta,09/05/2021 22:00:00 PM,nord,100,light rain,1018,94,278.28,0.14,0,123,2.59,0.0,0.0,0.0,0.0,0.0,0.0
Florence,09/05/2021 22:00:00 PM,centro_nord,100,overcast clouds,1018,80,291.25,0.0,0,173,1.21,0.0,0.0,0.0,0.0,0.0,0.0
Catanzaro,09/05/2021 22:00:00 PM,calabria,43,scattered clouds,1020,74,289.63,0.0,0,313,1.25,0.0,0.0,0.0,0.0,0.0,0.0
Provincia di Campobasso,09/05/2021 22:00:00 PM,centro_sud,77,broken clouds,1020,88,287.36,2.12,0,228,1.1,0.0,0.0,0.0,0.0,0.0,0.0
L'Aquila,09/05/2021 22:00:00 PM,centro_sud,32,scattered clouds,1020,90,286.76,0.0,0,212,0.9,0.0,0.0,0.0,0.0,0.0,0.0
Provincia di Perugia,09/05/2021 22:00:00 PM,centro_nord,73,broken clouds,1019,87,289.12,2.12,0,166,1.37,0.0,0.0,0.0,0.0,0.0,0.0
Province of Turin,09/05/2021 22:00:00 PM,nord,100,light rain,1019,91,282.86,0.9,0,323,1.25,0.0,0.0,0.0,0.0,0.0,0.0
Rome,09/05/2021 22:00:00 PM,centro_sud,77,broken clouds,1019,82,289.46,2.12,0,143,0.81,0.0,0.0,0.0,0.0,0.0,0.0
Rome,09/05/2021 23:00:00 PM,centro_sud,85,overcast clouds,1019,83,289.15,2.12,0,149,0.54,0.0,0.0,0.0,0.0,0.0,0.0
Naples,09/05/2021 23:00:00 PM,sud,91,overcast clouds,1019,65,291.7,0.0,0,158,0.92,0.0,0.0,0.0,0.0,0.0,0.0
L'Aquila,09/05/2021 23:00:00 PM,centro_sud,33,scattered clouds,1020,91,286.36,0.0,0,203,0.83,0.0,0.0,0.0,0.0,0.0,0.0
Sardinia,09/05/2021 23:00:00 PM,sardegna,66,broken clouds,1016,53,289.09,2.12,0,101,2.42,0.0,0.0,0.0,0.0,0.0,0.0
Milan,09/05/2021 23:00:00 PM,nord,100,overcast clouds,1018,72,290.48,0.0,0,57,2.05,0.0,0.0,0.0,0.0,0.0,0.0
Province of Turin,09/05/2021 23:00:00 PM,nord,100,light rain,1019,91,282.77,0.72,0,325,1.57,0.0,0.0,0.0,0.0,0.0,0.0
Trieste,09/05/2021 23:00:00 PM,nord,15,few clouds,1019,78,286.41,2.12,0,110,1.41,0.0,0.0,0.0,0.0,0.0,0.0
Provincia di Genova,09/05/2021 23:00:00 PM,nord,97,overcast clouds,1018,83,284.77,2.12,0,33,0.96,0.0,0.0,0.0,0.0,0.0,0.0
Catanzaro,09/05/2021 23:00:00 PM,calabria,62,broken clouds,1020,72,289.8,0.0,0,314,1.22,0.0,0.0,0.0,0.0,0.0,0.0
Province of Palermo,09/05/2021 23:00:00 PM,sicilia,81,broken clouds,1020,72,286.09,0.0,0,175,2.35,0.0,0.0,0.0,0.0,0.0,0.0
Bari,09/05/2021 23:00:00 PM,sud,6,clear sky,1019,58,291.76,0.0,0,143,3.32,0.0,0.0,0.0,0.0,0.0,0.0
Provincia di Perugia,09/05/2021 23:00:00 PM,centro_nord,59,broken clouds,1019,89,288.35,2.12,0,174,1.24,0.0,0.0,0.0,0.0,0.0,0.0
Provincia di Ancona,09/05/2021 23:00:00 PM,centro_nord,20,few clouds,1018,88,287.53,2.12,0,179,1.82,0.0,0.0,0.0,0.0,0.0,0.0
Venice,09/05/2021 23:00:00 PM,nord,19,few clouds,1019,71,288.43,2.62,0,191,2.1,0.0,0.0,0.0,0.0,0.0,0.0
Valle d'Aosta,09/05/2021 23:00:00 PM,nord,100,light rain,1018,97,278.12,0.77,0,117,2.43,0.0,0.0,0.0,0.0,0.0,0.0
Florence,09/05/2021 23:00:00 PM,centro_nord,100,overcast clouds,1018,80,290.57,0.0,0,147,1.22,0.0,0.0,0.0,0.0,0.0,0.0
Bologna,09/05/2021 23:00:00 PM,nord,87,overcast clouds,1019,86,286.37,0.0,0,170,1.25,0.0,0.0,0.0,0.0,0.0,0.0
Trento,09/05/2021 23:00:00 PM,nord,68,broken clouds,1020,95,286.13,2.12,0,179,1.37,0.0,0.0,0.0,0.0,0.0,0.0
Provincia di Campobasso,09/05/2021 23:00:00 PM,centro_sud,55,broken clouds,1020,89,287.06,2.12,0,230,1.62,0.0,0.0,0.0,0.0,0.0,0.0
Potenza,09/05/2021 23:00:00 PM,sud,55,broken clouds,1020,73,285.41,0.0,0,192,1.61,0.0,0.0,0.0,0.0,0.0,0.0
Catanzaro,10/05/2021 00:00:00 AM,calabria,67,broken clouds,1020,72,289.64,0.0,0,321,1.22,0.0,0.0,0.0,0.0,0.0,0.0
Bari,10/05/2021 00:00:00 AM,sud,7,clear sky,1019,58,291.5,0.0,0,149,3.14,0.0,0.0,0.0,0.0,0.0,0.0
Bologna,10/05/2021 00:00:00 AM,nord,79,broken clouds,1018,87,286.22,0.0,0,163,0.86,0.0,0.0,0.0,0.0,0.0,0.0
Province of Turin,10/05/2021 00:00:00 AM,nord,100,moderate rain,1019,93,282.62,1.03,0,328,1.26,0.0,0.0,0.0,0.0,0.0,0.0
Sardinia,10/05/2021 00:00:00 AM,sardegna,62,broken clouds,1016,52,288.78,2.12,0,99,2.65,0.0,0.0,0.0,0.0,0.0,0.0
Provincia di Genova,10/05/2021 00:00:00 AM,nord,88,overcast clouds,1018,88,283.42,2.12,0,35,1.18,0.0,0.0,0.0,0.0,0.0,0.0
Potenza,10/05/2021 00:00:00 AM,sud,48,scattered clouds,1020,71,284.8,0.0,0,195,1.72,0.0,0.0,0.0,0.0,0.0,0.0
Trieste,10/05/2021 00:00:00 AM,nord,16,few clouds,1019,79,286.09,2.12,0,113,1.17,0.0,0.0,0.0,0.0,0.0,0.0
Province of Palermo,10/05/2021 00:00:00 AM,sicilia,82,broken clouds,1020,72,285.86,0.0,0,171,2.35,0.0,0.0,0.0,0.0,0.0,0.0
Provincia di Campobasso,10/05/2021 00:00:00 AM,centro_sud,54,broken clouds,1020,89,286.88,2.12,0,232,1.83,0.0,0.0,0.0,0.0,0.0,0.0
Provincia di Perugia,10/05/2021 00:00:00 AM,centro_nord,69,broken clouds,1019,90,287.95,2.12,0,165,1.16,0.0,0.0,0.0,0.0,0.0,0.0
Venice,10/05/2021 00:00:00 AM,nord,39,scattered clouds,1019,72,288.15,2.62,0,218,1.38,0.0,0.0,0.0,0.0,0.0,0.0
L'Aquila,10/05/2021 00:00:00 AM,centro_sud,43,scattered clouds,1020,91,286.11,0.0,0,215,0.9,0.0,0.0,0.0,0.0,0.0,0.0
Florence,10/05/2021 00:00:00 AM,centro_nord,100,overcast clouds,1018,79,290.27,0.0,0,124,1.33,0.0,0.0,0.0,0.0,0.0,0.0
Provincia di Ancona,10/05/2021 00:00:00 AM,centro_nord,23,few clouds,1018,87,287.55,2.12,0,189,1.76,0.0,0.0,0.0,0.0,0.0,0.0
Valle d'Aosta,10/05/2021 00:00:00 AM,nord,100,light rain,1018,97,278.11,0.69,0,111,2.88,0.0,0.0,0.0,0.0,0.0,0.0
Rome,10/05/2021 00:00:00 AM,centro_sud,88,overcast clouds,1019,84,288.68,2.12,0,137,0.57,0.0,0.0,0.0,0.0,0.0,0.0
Trento,10/05/2021 00:00:00 AM,nord,76,broken clouds,1020,93,286.25,2.12,0,166,0.9,0.0,0.0,0.0,0.0,0.0,0.0
Milan,10/05/2021 00:00:00 AM,nord,100,overcast clouds,1018,74,289.94,0.0,0,52,1.07,0.0,0.0,0.0,0.0,0.0,0.0
Naples,10/05/2021 00:00:00 AM,sud,93,overcast clouds,1019,65,291.49,0.0,0,150,0.98,0.0,0.0,0.0,0.0,0.0,0.0
Catanzaro,10/05/2021 01:00:00 AM,calabria,72,broken clouds,1019,71,289.59,0.0,0,327,1.12,0.0,0.0,0.0,0.0,0.0,0.0
Bologna,10/05/2021 01:00:00 AM,nord,83,broken clouds,1018,88,286.16,0.0,0,134,1.96,0.0,0.0,0.0,0.0,0.0,0.0
Bari,10/05/2021 01:00:00 AM,sud,21,few clouds,1019,59,291.3,0.0,0,157,2.82,0.0,0.0,0.0,0.0,0.0,0.0
Trieste,10/05/2021 01:00:00 AM,nord,27,scattered clouds,1019,79,285.91,2.12,0,112,1.1,0.0,0.0,0.0,0.0,0.0,0.0
L'Aquila,10/05/2021 01:00:00 AM,centro_sud,52,broken clouds,1020,92,286.08,0.0,0,225,1.14,0.0,0.0,0.0,0.0,0.0,0.0
Florence,10/05/2021 01:00:00 AM,centro_nord,100,overcast clouds,1018,78,289.8,0.0,0,113,1.42,0.0,0.0,0.0,0.0,0.0,0.0
Trento,10/05/2021 01:00:00 AM,nord,81,broken clouds,1019,93,285.99,2.12,0,99,0.81,0.0,0.0,0.0,0.0,0.0,0.0
Sardinia,10/05/2021 01:00:00 AM,sardegna,69,broken clouds,1016,51,289.19,2.12,0,97,2.58,0.0,0.0,0.0,0.0,0.0,0.0
Valle d'Aosta,10/05/2021 01:00:00 AM,nord,100,light rain,1017,97,278.12,0.32,0,111,3.03,0.0,0.0,0.0,0.0,0.0,0.0
Province of Turin,10/05/2021 01:00:00 AM,nord,100,moderate rain,1018,95,282.55,1.11,0,349,0.82,0.0,0.0,0.0,0.0,0.0,0.0
Venice,10/05/2021 01:00:00 AM,nord,51,broken clouds,1018,73,288.03,2.62,0,189,0.4,0.0,0.0,0.0,0.0,0.0,0.0
Provincia di Genova,10/05/2021 01:00:00 AM,nord,89,overcast clouds,1018,85,283.75,2.12,0,26,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Province of Palermo,10/05/2021 01:00:00 AM,sicilia,85,overcast clouds,1019,71,285.61,0.0,0,169,2.46,0.0,0.0,0.0,0.0,0.0,0.0
Provincia di Ancona,10/05/2021 01:00:00 AM,centro_nord,28,scattered clouds,1018,87,287.65,2.12,0,206,1.68,0.0,0.0,0.0,0.0,0.0,0.0
Provincia di Perugia,10/05/2021 01:00:00 AM,centro_nord,75,broken clouds,1019,91,287.69,2.12,0,159,1.18,0.0,0.0,0.0,0.0,0.0,0.0
Potenza,10/05/2021 01:00:00 AM,sud,57,broken clouds,1020,69,284.35,0.0,0,203,1.79,0.0,0.0,0.0,0.0,0.0,0.0
Milan,10/05/2021 01:00:00 AM,nord,100,overcast clouds,1017,77,289.3,0.0,0,80,1.5,0.0,0.0,0.0,0.0,0.0,0.0
Naples,10/05/2021 01:00:00 AM,sud,95,overcast clouds,1019,66,291.36,0.0,0,146,0.86,0.0,0.0,0.0,0.0,0.0,0.0
Rome,10/05/2021 01:00:00 AM,centro_sud,89,overcast clouds,1019,84,288.24,2.12,0,78,0.83,0.0,0.0,0.0,0.0,0.0,0.0
Provincia di Campobasso,10/05/2021 01:00:00 AM,centro_sud,54,broken clouds,1019,89,286.61,2.12,0,232,1.95,0.0,0.0,0.0,0.0,0.0,0.0
Florence,10/05/2021 02:00:00 AM,centro_nord,100,overcast clouds,1018,78,289.29,0.0,0,202,0.31,0.0,0.0,0.0,0.0,0.0,0.0
Trento,10/05/2021 02:00:00 AM,nord,83,broken clouds,1019,93,285.54,2.12,0,51,0.34,0.0,0.0,0.0,0.0,0.0,0.0
Rome,10/05/2021 02:00:00 AM,centro_sud,91,overcast clouds,1019,85,287.92,2.12,0,61,0.82,0.0,0.0,0.0,0.0,0.0,0.0
Venice,10/05/2021 02:00:00 AM,nord,60,broken clouds,1018,73,288.05,2.62,0,89,2.35,0.0,0.0,0.0,0.0,0.0,0.0
Potenza,10/05/2021 02:00:00 AM,sud,64,broken clouds,1020,68,284.1,0.0,0,204,1.72,0.0,0.0,0.0,0.0,0.0,0.0
Province of Palermo,10/05/2021 02:00:00 AM,sicilia,88,overcast clouds,1019,70,285.57,0.0,0,172,2.43,0.0,0.0,0.0,0.0,0.0,0.0
Trieste,10/05/2021 02:00:00 AM,nord,32,scattered clouds,1019,77,285.76,2.12,0,106,1.57,0.0,0.0,0.0,0.0,0.0,0.0
Catanzaro,10/05/2021 02:00:00 AM,calabria,77,broken clouds,1019,70,289.66,0.0,0,338,0.99,0.0,0.0,0.0,0.0,0.0,0.0
L'Aquila,10/05/2021 02:00:00 AM,centro_sud,60,broken clouds,1020,92,285.96,0.0,0,228,0.86,0.0,0.0,0.0,0.0,0.0,0.0
Provincia di Perugia,10/05/2021 02:00:00 AM,centro_nord,79,broken clouds,1019,92,287.33,2.12,0,144,1.37,0.0,0.0,0.0,0.0,0.0,0.0
Milan,10/05/2021 02:00:00 AM,nord,100,overcast clouds,1017,80,288.65,0.0,0,114,1.44,0.0,0.0,0.0,0.0,0.0,0.0
Bologna,10/05/2021 02:00:00 AM,nord,84,broken clouds,1017,88,286.13,0.0,0,143,1.49,0.0,0.0,0.0,0.0,0.0,0.0
Provincia di Campobasso,10/05/2021 02:00:00 AM,centro_sud,56,broken clouds,1019,89,286.33,2.12,0,236,2.1,0.0,0.0,0.0,0.0,0.0,0.0
Bari,10/05/2021 02:00:00 AM,sud,34,scattered clouds,1019,59,291.19,0.0,0,162,2.53,0.0,0.0,0.0,0.0,0.0,0.0
Provincia di Genova,10/05/2021 02:00:00 AM,nord,91,overcast clouds,1017,82,284.23,2.12,0,58,1.27,0.0,0.0,0.0,0.0,0.0,0.0
Province of Turin,10/05/2021 02:00:00 AM,nord,100,moderate rain,1018,95,282.58,2.05,0,280,1.42,0.0,0.0,0.0,0.0,0.0,0.0
Provincia di Ancona,10/05/2021 02:00:00 AM,centro_nord,40,scattered clouds,1018,87,287.75,2.12,0,211,1.65,0.0,0.0,0.0,0.0,0.0,0.0
Valle d'Aosta,10/05/2021 02:00:00 AM,nord,100,light rain,1016,98,278.08,0.89,0,116,3.19,0.0,0.0,0.0,0.0,0.0,0.0
Sardinia,10/05/2021 02:00:00 AM,sardegna,74,broken clouds,1015,50,289.49,2.12,0,101,2.83,0.0,0.0,0.0,0.0,0.0,0.0
Naples,10/05/2021 02:00:00 AM,sud,96,overcast clouds,1019,67,291.13,0.0,0,122,0.77,0.0,0.0,0.0,0.0,0.0,0.0
Bologna,10/05/2021 03:00:00 AM,nord,21,few clouds,1017,90,285.72,0.0,0,141,1.42,0.0,0.0,0.0,0.0,0.0,0.0
Provincia di Campobasso,10/05/2021 03:00:00 AM,centro_sud,89,overcast clouds,1019,88,286.02,2.12,0,236,2.01,0.0,0.0,0.0,0.0,0.0,0.0
Potenza,10/05/2021 03:00:00 AM,sud,100,overcast clouds,1020,67,283.96,0.0,0,210,1.73,0.0,0.0,0.0,0.0,0.0,0.0
Bari,10/05/2021 03:00:00 AM,sud,73,broken clouds,1019,60,290.9,0.0,0,159,2.45,0.0,0.0,0.0,0.0,0.0,0.0
Trento,10/05/2021 03:00:00 AM,nord,93,overcast clouds,1019,94,285.32,2.12,0,92,0.58,0.0,0.0,0.0,0.0,0.0,0.0
Valle d'Aosta,10/05/2021 03:00:00 AM,nord,100,moderate rain,1017,97,277.84,2.02,0,117,2.7,0.0,0.0,0.0,0.0,0.0,0.0
Provincia di Ancona,10/05/2021 03:00:00 AM,centro_nord,92,overcast clouds,1018,87,287.57,2.12,0,200,1.74,0.0,0.0,0.0,0.0,0.0,0.0
Catanzaro,10/05/2021 03:00:00 AM,calabria,99,overcast clouds,1019,69,289.63,0.0,0,330,1.06,0.0,0.0,0.0,0.0,0.0,0.0
Province of Turin,10/05/2021 03:00:00 AM,nord,100,moderate rain,1017,95,282.58,1.89,0,323,1.05,0.0,0.0,0.0,0.0,0.0,0.0
Province of Palermo,10/05/2021 03:00:00 AM,sicilia,100,overcast clouds,1019,68,285.47,0.0,0,171,2.39,0.0,0.0,0.0,0.0,0.0,0.0
Provincia di Genova,10/05/2021 03:00:00 AM,nord,74,broken clouds,1017,86,283.29,2.12,0,20,0.73,0.0,0.0,0.0,0.0,0.0,0.0
Trieste,10/05/2021 03:00:00 AM,nord,100,overcast clouds,1018,77,285.84,2.12,0,103,1.96,0.0,0.0,0.0,0.0,0.0,0.0
Florence,10/05/2021 03:00:00 AM,centro_nord,99,overcast clouds,1018,81,288.68,0.0,0,128,1.23,0.0,0.0,0.0,0.0,0.0,0.0
Venice,10/05/2021 03:00:00 AM,nord,96,overcast clouds,1018,76,287.8,2.62,0,47,1.34,0.0,0.0,0.0,0.0,0.0,0.0
Provincia di Perugia,10/05/2021 03:00:00 AM,centro_nord,83,broken clouds,1018,92,287.09,2.12,0,134,1.37,0.0,0.0,0.0,0.0,0.0,0.0
Sardinia,10/05/2021 03:00:00 AM,sardegna,61,broken clouds,1015,49,289.25,2.12,0,99,2.98,0.0,0.0,0.0,0.0,0.0,0.0
L'Aquila,10/05/2021 03:00:00 AM,centro_sud,73,broken clouds,1020,91,285.62,0.0,0,228,0.71,0.0,0.0,0.0,0.0,0.0,0.0
Naples,10/05/2021 03:00:00 AM,sud,50,scattered clouds,1019,68,290.82,0.0,0,98,1.22,0.0,0.0,0.0,0.0,0.0,0.0
Rome,10/05/2021 03:00:00 AM,centro_sud,99,overcast clouds,1019,85,287.71,2.12,0,80,1.32,0.0,0.0,0.0,0.0,0.0,0.0
Milan,10/05/2021 03:00:00 AM,nord,100,overcast clouds,1017,83,288.09,0.0,0,103,1.86,0.0,0.0,0.0,0.0,0.0,0.0
Catanzaro,10/05/2021 04:00:00 AM,calabria,91,overcast clouds,1019,69,289.37,0.0,0,332,1.21,0.0,0.0,0.0,0.0,0.0,0.0
L'Aquila,10/05/2021 04:00:00 AM,centro_sud,45,scattered clouds,1019,90,285.37,0.0,0,215,0.79,0.0,0.0,0.0,0.0,0.0,0.0
Sardinia,10/05/2021 04:00:00 AM,sardegna,34,scattered clouds,1014,48,289.05,2.12,0,99,3.13,0.0,0.0,0.0,0.0,0.0,0.0
Province of Palermo,10/05/2021 04:00:00 AM,sicilia,80,broken clouds,1019,69,285.03,0.0,0,172,2.26,0.0,0.0,0.0,0.0,0.0,0.0
Provincia di Ancona,10/05/2021 04:00:00 AM,centro_nord,90,overcast clouds,1017,87,287.4,2.12,0,191,2.07,0.0,0.0,0.0,0.0,0.0,0.0
Florence,10/05/2021 04:00:00 AM,centro_nord,55,broken clouds,1017,84,288.08,0.0,0,94,1.37,0.0,0.0,0.0,0.0,0.0,0.0
Trieste,10/05/2021 04:00:00 AM,nord,79,broken clouds,1018,78,285.41,2.12,0,91,1.26,0.0,0.0,0.0,0.0,0.0,0.0
Milan,10/05/2021 04:00:00 AM,nord,75,broken clouds,1017,84,287.19,0.0,0,102,1.57,0.0,0.0,0.0,0.0,0.0,0.0
Provincia di Campobasso,10/05/2021 04:00:00 AM,centro_sud,82,broken clouds,1019,87,285.7,2.12,0,234,1.87,0.0,0.0,0.0,0.0,0.0,0.0
Bologna,10/05/2021 04:00:00 AM,nord,21,few clouds,1017,90,285.49,0.0,0,144,0.74,0.0,0.0,0.0,0.0,0.0,0.0
Provincia di Perugia,10/05/2021 04:00:00 AM,centro_nord,46,scattered clouds,1018,92,286.67,2.12,0,154,1.17,0.0,0.0,0.0,0.0,0.0,0.0
Provincia di Genova,10/05/2021 04:00:00 AM,nord,54,broken clouds,1016,86,282.99,2.12,0,34,1.38,0.0,0.0,0.0,0.0,0.0,0.0
Bari,10/05/2021 04:00:00 AM,sud,78,broken clouds,1019,61,290.55,0.0,0,165,2.29,0.0,0.0,0.0,0.0,0.0,0.0
Valle d'Aosta,10/05/2021 04:00:00 AM,nord,100,moderate rain,1017,97,277.68,2.18,0,102,2.82,0.0,0.0,0.0,0.0,0.0,0.0
Province of Turin,10/05/2021 04:00:00 AM,nord,100,heavy intensity rain,1018,96,282.5,4.16,0,321,1.28,0.0,0.0,0.0,0.0,0.0,0.0
Venice,10/05/2021 04:00:00 AM,nord,98,overcast clouds,1018,77,287.44,2.62,0,57,2.72,0.0,0.0,0.0,0.0,0.0,0.0
Potenza,10/05/2021 04:00:00 AM,sud,100,overcast clouds,1020,67,283.83,0.0,0,215,1.59,0.0,0.0,0.0,0.0,0.0,0.0
Rome,10/05/2021 04:00:00 AM,centro_sud,61,broken clouds,1018,86,287.29,2.12,0,85,1.07,0.0,0.0,0.0,0.0,0.0,0.0
Naples,10/05/2021 04:00:00 AM,sud,60,broken clouds,1019,69,290.65,0.0,0,122,0.59,0.0,0.0,0.0,0.0,0.0,0.0
Trento,10/05/2021 04:00:00 AM,nord,62,broken clouds,1019,94,285.06,2.12,0,62,0.73,0.0,0.0,0.0,0.0,0.0,0.0
Milan,10/05/2021 05:00:00 AM,nord,83,broken clouds,1017,82,287.42,0.0,0,101,1.16,0.0,0.0,0.0,0.0,0.0,0.0
Venice,10/05/2021 05:00:00 AM,nord,98,overcast clouds,1017,78,287.16,2.62,0,58,2.98,0.0,0.0,0.0,0.0,0.0,0.0
Provincia di Genova,10/05/2021 05:00:00 AM,nord,40,scattered clouds,1017,86,282.82,2.12,0,14,1.78,0.0,0.0,0.0,0.0,0.0,0.0
Province of Palermo,10/05/2021 05:00:00 AM,sicilia,62,broken clouds,1019,68,284.86,0.0,0,176,2.2,0.0,0.0,0.0,0.0,0.0,0.0
Province of Turin,10/05/2021 05:00:00 AM,nord,100,moderate rain,1017,96,282.52,1.35,0,357,0.88,0.0,0.0,0.0,0.0,0.0,0.0
Catanzaro,10/05/2021 05:00:00 AM,calabria,82,broken clouds,1019,68,289.24,0.0,0,336,1.25,0.0,0.0,0.0,0.0,0.0,0.0
Provincia di Ancona,10/05/2021 05:00:00 AM,centro_nord,67,broken clouds,1017,87,287.2,2.12,0,194,2.08,0.0,0.0,0.0,0.0,0.0,0.0
L'Aquila,10/05/2021 05:00:00 AM,centro_sud,34,scattered clouds,1019,88,285.13,0.0,0,182,0.78,0.0,0.0,0.0,0.0,0.0,0.0
Bologna,10/05/2021 05:00:00 AM,nord,26,scattered clouds,1016,90,285.35,0.0,0,143,0.53,0.0,0.0,0.0,0.0,0.0,0.0
Bari,10/05/2021 05:00:00 AM,sud,85,overcast clouds,1019,62,290.35,0.0,0,177,2.08,0.0,0.0,0.0,0.0,0.0,0.0
Sardinia,10/05/2021 05:00:00 AM,sardegna,23,few clouds,1013,47,289.01,2.12,0,101,3.27,0.0,0.0,0.0,0.0,0.0,0.0
Valle d'Aosta,10/05/2021 05:00:00 AM,nord,100,light rain,1016,97,277.43,0.63,0,103,2.71,0.0,0.0,0.0,0.0,0.0,0.0
Provincia di Campobasso,10/05/2021 05:00:00 AM,centro_sud,65,broken clouds,1019,86,285.35,2.12,0,239,2.17,0.0,0.0,0.0,0.0,0.0,0.0
Trieste,10/05/2021 05:00:00 AM,nord,86,overcast clouds,1018,77,285.7,2.12,0,95,1.69,0.0,0.0,0.0,0.0,0.0,0.0
Florence,10/05/2021 05:00:00 AM,centro_nord,41,scattered clouds,1016,86,287.84,0.0,0,88,1.56,0.0,0.0,0.0,0.0,0.0,0.0
Naples,10/05/2021 05:00:00 AM,sud,53,broken clouds,1019,70,290.45,0.0,0,91,0.67,0.0,0.0,0.0,0.0,0.0,0.0
Provincia di Perugia,10/05/2021 05:00:00 AM,centro_nord,31,scattered clouds,1018,92,286.18,2.12,0,171,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Rome,10/05/2021 05:00:00 AM,centro_sud,42,scattered clouds,1018,86,287.06,2.12,0,85,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Trento,10/05/2021 05:00:00 AM,nord,46,scattered clouds,1018,94,284.86,2.12,0,79,0.52,0.0,0.0,0.0,0.0,0.0,0.0
Potenza,10/05/2021 05:00:00 AM,sud,100,overcast clouds,1019,66,283.87,0.0,0,205,1.47,0.0,0.0,0.0,0.0,0.0,0.0
Trieste,10/05/2021 06:00:00 AM,nord,82,broken clouds,1018,75,286.22,2.12,0,106,1.64,0.0,0.0,0.0,0.0,0.0,0.0
Province of Palermo,10/05/2021 06:00:00 AM,sicilia,50,scattered clouds,1019,67,284.79,0.0,0,172,2.04,0.0,0.0,0.0,0.0,0.0,0.0
Venice,10/05/2021 06:00:00 AM,nord,79,broken clouds,1018,80,286.86,2.62,0,53,3.09,0.0,0.0,0.0,0.0,0.0,0.0
Provincia di Genova,10/05/2021 06:00:00 AM,nord,53,broken clouds,1018,86,282.68,2.12,0,5,1.02,0.0,0.0,0.0,0.0,0.0,0.0
Valle d'Aosta,10/05/2021 06:00:00 AM,nord,100,light rain,1016,97,277.58,0.17,0,82,2.79,0.0,0.0,0.0,0.0,0.0,0.0
Provincia di Perugia,10/05/2021 06:00:00 AM,centro_nord,24,few clouds,1018,93,286.02,2.12,0,145,1.35,0.0,0.0,0.0,0.0,0.0,0.0
Florence,10/05/2021 06:00:00 AM,centro_nord,56,broken clouds,1017,87,287.62,0.0,0,82,0.59,0.0,0.0,0.0,0.0,0.0,0.0
Milan,10/05/2021 06:00:00 AM,nord,87,overcast clouds,1017,82,287.19,0.0,0,123,2.16,0.0,0.0,0.0,0.0,0.0,0.0
Sardinia,10/05/2021 06:00:00 AM,sardegna,17,few clouds,1013,46,288.77,2.12,0,100,3.17,0.0,0.0,0.0,0.0,0.0,0.0
Provincia di Campobasso,10/05/2021 06:00:00 AM,centro_sud,52,broken clouds,1019,84,285.08,2.12,0,237,1.98,0.0,0.0,0.0,0.0,0.0,0.0
Province of Turin,10/05/2021 06:00:00 AM,nord,100,light rain,1017,97,282.61,0.4,0,47,0.21,0.0,0.0,0.0,0.0,0.0,0.0
Naples,10/05/2021 06:00:00 AM,sud,43,scattered clouds,1018,70,290.24,0.0,0,70,1.24,0.0,0.0,0.0,0.0,0.0,0.0
Bologna,10/05/2021 06:00:00 AM,nord,28,scattered clouds,1017,91,284.94,0.0,0,301,0.45,0.0,0.0,0.0,0.0,0.0,0.0
Trento,10/05/2021 06:00:00 AM,nord,44,scattered clouds,1019,93,285.03,2.12,0,104,0.55,0.0,0.0,0.0,0.0,0.0,0.0
L'Aquila,10/05/2021 06:00:00 AM,centro_sud,27,scattered clouds,1019,85,284.94,0.0,0,187,0.87,0.0,0.0,0.0,0.0,0.0,0.0
Potenza,10/05/2021 06:00:00 AM,sud,100,overcast clouds,1019,66,283.81,0.0,0,206,1.52,0.0,0.0,0.0,0.0,0.0,0.0
Rome,10/05/2021 06:00:00 AM,centro_sud,32,scattered clouds,1018,86,286.92,2.12,0,84,1.57,0.0,0.0,0.0,0.0,0.0,0.0
Bari,10/05/2021 06:00:00 AM,sud,85,overcast clouds,1019,63,290.25,0.0,0,170,2.06,0.0,0.0,0.0,0.0,0.0,0.0
Provincia di Ancona,10/05/2021 06:00:00 AM,centro_nord,50,scattered clouds,1017,87,287.06,2.12,0,188,2.16,0.0,0.0,0.0,0.0,0.0,0.0
Catanzaro,10/05/2021 06:00:00 AM,calabria,86,overcast clouds,1019,67,289.28,0.0,0,346,1.15,0.0,0.0,0.0,0.0,0.0,0.0
Rome,10/05/2021 07:00:00 AM,centro_sud,26,scattered clouds,1018,82,288.04,2.12,0,78,1.33,51.52,193.98,33.49,52.32,52.32,52.32
Bologna,10/05/2021 07:00:00 AM,nord,37,scattered clouds,1018,89,286.5,0.0,0,310,0.33,52.51,191.28,34.29,54.18,54.18,54.18
Bari,10/05/2021 07:00:00 AM,sud,78,broken clouds,1019,61,291.08,0.0,0,167,2.03,51.9,35.57,46.87,94.04,94.04,94.04
Trento,10/05/2021 07:00:00 AM,nord,45,scattered clouds,1018,88,286.71,2.12,0,84,0.72,55.84,212.21,34.48,59.89,59.89,59.89
