Date,Total Load [MW],Forecast Total load [MW],Bidding zone
2021-07-09 16:15:00,51146.00,53150.00,Italy
2021-07-09 16:30:00,51313.00,52965.00,Italy
2021-07-09 16:45:00,51336.00,52696.00,Italy
2021-07-09 17:00:00,50654.00,52361.00,Italy
2021-07-09 17:15:00,50313.00,51984.00,Italy
2021-07-09 17:30:00,50075.00,51590.00,Italy
2021-07-09 17:45:00,49454.00,51199.00,Italy
2021-07-09 18:00:00,48776.00,50813.00,Italy
2021-07-09 18:15:00,48406.00,50434.00,Italy
2021-07-09 18:30:00,47986.00,50060.00,Italy
2021-07-09 18:45:00,47697.00,49685.00,Italy
2021-07-09 19:00:00,47371.00,49285.00,Italy
2021-07-09 19:15:00,47101.00,48830.00,Italy
2021-07-09 19:30:00,46949.00,48291.00,Italy
2021-07-09 19:45:00,46336.00,47655.00,Italy
2021-07-09 20:00:00,45638.00,46981.00,Italy
2021-07-09 20:15:00,45200.00,46344.00,Italy
2021-07-09 20:30:00,44832.00,45821.00,Italy
2021-07-09 20:45:00,44644.00,45457.00,Italy
2021-07-09 21:00:00,44419.00,45179.00,Italy
2021-07-09 21:15:00,44234.00,44885.00,Italy
2021-07-09 21:30:00,43998.00,44470.00,Italy
2021-07-09 21:45:00,43063.00,43862.00,Italy
2021-07-09 22:00:00,42063.00,43107.00,Italy
2021-07-09 22:15:00,41454.00,42281.00,Italy
2021-07-09 22:30:00,40695.00,41459.00,Italy
2021-07-09 22:45:00,39670.00,40696.00,Italy
2021-07-09 23:00:00,39216.00,39953.00,Italy
2021-07-09 23:15:00,38499.00,39173.00,Italy
2021-07-09 23:30:00,37572.00,38295.00,Italy
2021-07-09 23:45:00,36660.00,37275.00,Italy
2021-07-10 00:00:00,36197.00,36139.00,Italy
2021-07-10 00:15:00,35026.00,36062.00,Italy
2021-07-10 00:30:00,34271.00,35482.00,Italy
2021-07-10 00:45:00,33896.00,34902.00,Italy
2021-07-10 01:00:00,33245.00,34339.00,Italy
2021-07-10 01:15:00,32438.00,33809.00,Italy
2021-07-10 01:30:00,32020.00,33327.00,Italy
2021-07-10 01:45:00,32023.00,32907.00,Italy
2021-07-10 02:00:00,31637.00,32543.00,Italy
2021-07-10 02:15:00,31364.00,32224.00,Italy
2021-07-10 02:30:00,31119.00,31940.00,Italy
2021-07-10 02:45:00,31100.00,31683.00,Italy
2021-07-10 03:00:00,30839.00,31453.00,Italy
2021-07-10 03:15:00,30645.00,31253.00,Italy
2021-07-10 03:30:00,30561.00,31084.00,Italy
2021-07-10 03:45:00,30410.00,30947.00,Italy
2021-07-10 04:00:00,30403.00,30828.00,Italy
2021-07-10 04:15:00,30296.00,30713.00,Italy
2021-07-10 04:30:00,30020.00,30586.00,Italy
2021-07-10 04:45:00,30310.00,30436.00,Italy
2021-07-10 05:00:00,30371.00,30268.00,Italy
2021-07-10 05:15:00,30156.00,30093.00,Italy
2021-07-10 05:30:00,29556.00,29919.00,Italy
2021-07-10 05:45:00,29374.00,29767.00,Italy
2021-07-10 06:00:00,29786.00,29696.00,Italy
2021-07-10 06:15:00,30685.00,29775.00,Italy
2021-07-10 06:30:00,31219.00,30073.00,Italy
2021-07-10 06:45:00,31984.00,30633.00,Italy
2021-07-10 07:00:00,32668.00,31396.00,Italy
2021-07-10 07:15:00,33660.00,32277.00,Italy
2021-07-10 07:30:00,34706.00,33190.00,Italy
2021-07-10 07:45:00,35595.00,34065.00,Italy
2021-07-10 08:00:00,36454.00,34891.00,Italy
2021-07-10 08:15:00,37254.00,35672.00,Italy
2021-07-10 08:30:00,37766.00,36412.00,Italy
2021-07-10 08:45:00,38339.00,37112.00,Italy
2021-07-10 09:00:00,38994.00,37759.00,Italy
2021-07-10 09:15:00,39537.00,38340.00,Italy
2021-07-10 09:30:00,39867.00,38839.00,Italy
2021-07-10 09:45:00,39834.00,39246.00,Italy
2021-07-10 10:00:00,39796.00,39568.00,Italy
2021-07-10 10:15:00,39994.00,39817.00,Italy
2021-07-10 10:30:00,40232.00,40005.00,Italy
2021-07-10 10:45:00,40329.00,40144.00,Italy
2021-07-10 11:00:00,40348.00,40250.00,Italy
2021-07-10 11:15:00,40322.00,40341.00,Italy
2021-07-10 11:30:00,40225.00,40432.00,Italy
2021-07-10 11:45:00,40151.00,40528.00,Italy
2021-07-10 12:00:00,39593.00,40589.00,Italy
2021-07-10 12:15:00,39675.00,40559.00,Italy
2021-07-10 12:30:00,39366.00,40386.00,Italy
2021-07-10 12:45:00,39148.00,40037.00,Italy
2021-07-10 13:00:00,38838.00,39570.00,Italy
2021-07-10 13:15:00,38332.00,39062.00,Italy
2021-07-10 13:30:00,38502.00,38591.00,Italy
2021-07-10 13:45:00,38160.00,38218.00,Italy
2021-07-10 14:00:00,37815.00,37935.00,Italy
2021-07-10 14:15:00,37794.00,37715.00,Italy
2021-07-10 14:30:00,37861.00,37531.00,Italy
2021-07-10 14:45:00,37870.00,37365.00,Italy
2021-07-10 15:00:00,37933.00,37229.00,Italy
2021-07-10 15:15:00,38079.00,37142.00,Italy
2021-07-10 15:30:00,37928.00,37122.00,Italy
2021-07-10 15:45:00,37732.00,37183.00,Italy
2021-07-10 16:00:00,37952.00,37307.00,Italy
2021-07-10 16:15:00,38182.00,37472.00,Italy
2021-07-10 16:30:00,38344.00,37655.00,Italy
2021-07-10 16:45:00,38911.00,37833.00,Italy
2021-07-10 17:00:00,38700.00,37994.00,Italy
2021-07-10 17:15:00,39049.00,38125.00,Italy
2021-07-10 17:30:00,39264.00,38215.00,Italy
2021-07-10 17:45:00,39129.00,38257.00,Italy
2021-07-10 18:00:00,39374.00,38271.00,Italy
2021-07-10 18:15:00,39310.00,38283.00,Italy
2021-07-10 18:30:00,39315.00,38316.00,Italy
2021-07-10 18:45:00,39413.00,38385.00,Italy
2021-07-10 19:00:00,39772.00,38456.00,Italy
2021-07-10 19:15:00,39353.00,38483.00,Italy
2021-07-10 19:30:00,38866.00,38420.00,Italy
2021-07-10 19:45:00,38942.00,38239.00,Italy
2021-07-10 20:00:00,38318.00,37986.00,Italy
2021-07-10 20:15:00,38049.00,37722.00,Italy
2021-07-10 20:30:00,38039.00,37513.00,Italy
2021-07-10 20:45:00,38032.00,37399.00,Italy
2021-07-10 21:00:00,37928.00,37331.00,Italy
2021-07-10 21:15:00,38108.00,37241.00,Italy
2021-07-10 21:30:00,37670.00,37059.00,Italy
2021-07-10 21:45:00,37121.00,36732.00,Italy
2021-07-10 22:00:00,36489.00,36283.00,Italy
2021-07-10 22:15:00,36091.00,35754.00,Italy
2021-07-10 22:30:00,35340.00,35186.00,Italy
2021-07-10 22:45:00,34697.00,34607.00,Italy
2021-07-10 23:00:00,34050.00,34001.00,Italy
2021-07-10 23:15:00,33538.00,33340.00,Italy
2021-07-10 23:30:00,32842.00,32596.00,Italy
2021-07-10 23:45:00,32090.00,31749.00,Italy
