Date,Renewable Generation [GWh],Energy Source
2021-06-27 06:00:00,1.53,Biomass
2021-06-27 07:00:00,1.54,Biomass
2021-06-27 08:00:00,1.49,Biomass
2021-06-27 09:00:00,1.49,Biomass
2021-06-27 10:00:00,1.56,Biomass
2021-06-27 11:00:00,1.58,Biomass
2021-06-27 12:00:00,1.58,Biomass
2021-06-27 13:00:00,1.57,Biomass
2021-06-27 14:00:00,1.60,Biomass
2021-06-27 15:00:00,1.72,Biomass
2021-06-27 16:00:00,1.88,Biomass
2021-06-27 17:00:00,1.98,Biomass
2021-06-27 18:00:00,2.09,Biomass
2021-06-27 19:00:00,2.12,Biomass
2021-06-27 20:00:00,2.15,Biomass
2021-06-27 21:00:00,2.18,Biomass
2021-06-27 22:00:00,2.21,Biomass
2021-06-27 23:00:00,2.13,Biomass
2021-06-28 00:00:00,1.64,Biomass
2021-06-28 01:00:00,1.57,Biomass
2021-06-28 02:00:00,1.57,Biomass
2021-06-28 03:00:00,1.59,Biomass
2021-06-28 04:00:00,1.56,Biomass
2021-06-28 05:00:00,1.63,Biomass
2021-06-28 06:00:00,1.88,Biomass
2021-06-28 07:00:00,2.07,Biomass
2021-06-28 08:00:00,2.16,Biomass
2021-06-28 09:00:00,2.25,Biomass
2021-06-28 10:00:00,2.22,Biomass
2021-06-28 11:00:00,2.21,Biomass
2021-06-28 12:00:00,2.13,Biomass
2021-06-28 13:00:00,2.15,Biomass
2021-06-28 14:00:00,2.22,Biomass
2021-06-28 15:00:00,2.27,Biomass
2021-06-28 16:00:00,2.38,Biomass
2021-06-28 17:00:00,2.48,Biomass
2021-06-28 18:00:00,2.54,Biomass
2021-06-28 19:00:00,2.68,Biomass
2021-06-28 20:00:00,2.65,Biomass
2021-06-28 21:00:00,2.65,Biomass
2021-06-28 22:00:00,2.46,Biomass
2021-06-28 23:00:00,2.25,Biomass
2021-06-29 00:00:00,2.08,Biomass
2021-06-29 01:00:00,1.94,Biomass
2021-06-29 02:00:00,1.91,Biomass
2021-06-29 03:00:00,1.84,Biomass
2021-06-29 04:00:00,1.79,Biomass
2021-06-29 05:00:00,1.79,Biomass
2021-06-29 06:00:00,1.93,Biomass
2021-06-29 07:00:00,2.06,Biomass
2021-06-29 08:00:00,2.34,Biomass
2021-06-29 09:00:00,2.42,Biomass
2021-06-29 10:00:00,2.40,Biomass
2021-06-29 11:00:00,2.45,Biomass
2021-06-29 12:00:00,2.44,Biomass
2021-06-29 13:00:00,2.46,Biomass
2021-06-29 14:00:00,2.61,Biomass
2021-06-29 15:00:00,2.74,Biomass
2021-06-29 16:00:00,2.77,Biomass
2021-06-29 17:00:00,2.78,Biomass
2021-06-29 18:00:00,2.92,Biomass
2021-06-29 19:00:00,2.98,Biomass
2021-06-29 20:00:00,2.96,Biomass
2021-06-29 21:00:00,2.91,Biomass
2021-06-29 22:00:00,2.77,Biomass
2021-06-29 23:00:00,2.53,Biomass
2021-06-30 00:00:00,2.33,Biomass
2021-06-30 01:00:00,2.19,Biomass
2021-06-30 02:00:00,2.14,Biomass
2021-06-30 03:00:00,2.03,Biomass
2021-06-30 04:00:00,1.98,Biomass
2021-06-30 05:00:00,2.01,Biomass
2021-06-30 06:00:00,2.12,Biomass
2021-06-30 07:00:00,2.37,Biomass
2021-06-30 08:00:00,2.47,Biomass
2021-06-30 09:00:00,2.51,Biomass
2021-06-30 10:00:00,2.51,Biomass
2021-06-30 11:00:00,2.52,Biomass
2021-06-30 12:00:00,2.55,Biomass
2021-06-30 13:00:00,2.55,Biomass
2021-06-30 14:00:00,2.62,Biomass
2021-06-30 15:00:00,2.71,Biomass
2021-06-30 16:00:00,2.86,Biomass
2021-06-30 17:00:00,2.92,Biomass
2021-06-30 18:00:00,2.98,Biomass
2021-06-30 19:00:00,3.09,Biomass
2021-06-30 20:00:00,3.00,Biomass
2021-06-30 21:00:00,2.98,Biomass
2021-06-30 22:00:00,2.96,Biomass
2021-06-30 23:00:00,2.80,Biomass
